sample_id,reference,hypothesis,wer,cer
0,Nnipakuo bi a wɔɔyɛ adwuma ɛwɔ bɔɔhol bi ɛho. Abaayewa baako bi ɛkura dadeɛ a ɔdee twa paep nem. Aberanteɛ baako ɛkoto hɔ a wasɔm. Ɔbaako nso ɛgyina hɔ a wasɔ ɛsoro hɔ. Nnipa ɛgyina hɔ a wɔɔhwɛ. Lɔre fitaa bi ɛsi wɔn akyi.,nnipakuo bi a wɔreyɛ adwuma wɔ bɔɔhol bi ho abaayewa baako kura dadeɛ bi a ɔde retwa paep no aberanteɛ baako koto hɔ a wasɔmɔ baako nso gyina hɔ a okura soro hɔ nnipa bi gyina hɔ a wɔrehwɛ lɔɔre fitaa bi si wɔn akyi,0.4545,0.1445
1,Nnipa kotow kotow hɔ a wokita sofi ɛde tutu nwura no nkyɛn. Baako kura sofi kɔkɔɔ.,nnipa kotokoto hɔ a wokita sofi ɛde tutu nwura no nkyɛn baako kura sofi kɔkɔɔ,0.125,0.0308
2,"Papa baako ne nkwadaa bebree a wɔgyina wɔn nkyɛn. Nkwadaa no bi yɛ mma, na ɛbi nso yɛ mmarima. Akwadaa baako te papa no nan so. Pap no hyɛ ɛkyɛ wɔ ne ti. Nkwadaa no nyinaa kura aduaba wɔ wɔn nsam.",papa baako ne nkwadaa bebree a wɔgyina wɔn nkyɛn nkwadaa no bi yɛ mmaa ebi nso yɛ mmarima akwadaa baako te papa no nan so papa no hyɛ ɛkyɛ wɔ ne ti nkwadaa no nyinaa kura aduaba wɔ wɔn nsam,0.0976,0.02
3,Mmranteɛ mmiɛnsa na wɔgyina hɔ na baako nso kuntunu hɔ. Baako de anwea a wɔadɔn no regu dadeɛ mu. Na dadeɛ bebiree nso si abranteɛ n’akyi. Baako nso kura afidie a ne kɔba yɛ baako a anwea a wɔadɔn gu mu no gyina hɔ.,mmranteɛ mmiɛnsa na egyina hɔ na baako nso kuntunu hɔ baako de anwea a wadɔn egu dadeɛ mu na dadeɛ bebree nso esi abranteɛ no akyi baako nso kura afidie a ne kɔba yɛ baako a anwea a wadɔn egu mu egyina hɔ,0.2727,0.0778
4,"Wɔ mfoyin mu nso, ɔyɛ asɔr bi a wɔasɛw line wɔwura kyapel dam hɔ. Wɔn nyinaa wɔhyɛ atare atenten. Ebinom wɔn dze no yɛ gold. Ebinom wɔn dze nso yɛ tuntum. Wɔn nyinaa wɔnam wɔrekɔ kyapel dam.",wɔ mfonyin yi mu no so ɔyɛ asɔn bi a wɔasɛw nnan wɔrewura kyɛpoo da mu hɔ wɔn nyinaa wɔhyɛ ase atar atsentsen atsentsen ebinom wɔn dze no yɛ gold ebinom wɔn dze no nso yɛ tuntum wɔn nyinaa wɔnam wɔrekɔ kyɛpoo da mu hɔ,0.5135,0.2432
5,Akwanyifoɔ bebree gyina beaɛ bi a wɔn reyɛ keteke ɛkwan. Mfidie a wɔde reyɛ kwan no bi ɛsi wɔn akyi. Aboɔ nso gu akyire.,akwanyifoɔ bebree gyina beaeɛ bi a wɔreyɛ ketekewan mfidie a wɔde yɛ kwan no bi si wɔn akyi aboɔ nso gu akyire,0.2917,0.0745
6,Nneɛma bebree sisi dan bi mu. Ahwehwɛ tare dan no hi. Nhwiren nso so dan no mu hɔnom. Nkanea bobɔ dan mu hɔ. Akonnwa simiiɛ fitaa da mu si dan mu hɔnom.,nneɛma bebree sisi dan bi mu ahwehwɛ tare dan no ho nhwiren nso si dan no mu hɔnom nkanea bobɔ dan no mu hɔ akonnwa a sumiiɛ fitaa da mu si dan no mu,0.2188,0.0948
7,"Ntama yi yɛ kente ntama ahorow a wɔahyehyɛ no fɛɛfɛɛfɛ wɔ ade so. Na ebi ara ne n’ahosuo. Ebi yɛ tuntum, ebi yɛ kɔkɔɔ, ebi yɛ fitaa ebi yɛ akokɔ sradeɛ. Ebi te  yɛ ahaban mono, na ɛyɛ fɛ. Ne nyinaa yɛ fɛ.",ntama yi yɛ kente ntama ahorow a wɔahyehyɛ no fɛfɛɛfɛ wɔ ade so na ebi ara ne nahosuo ebi yɛ tuntum ebi yɛ kɔkɔɔ ebi yɛ fitaa ebi yɛ akokɔsrade ebi te yɛ ahaban mono ɛyɛ fɛ ne nyinaa yɛ fɛ,0.093,0.0263
8,"Ɔbarima bi hyɛ atar tuntum a ɔkuta ɔkasamu a ɔrotow ndwom dzendzeen, na ɔbaa kor nso, asɔr tsentsen gyina hɔ rebɔ ne nsam resaw. Na nkurɔfoɔ pii tsetse fam hɔ wɔ ɔdan a wɔatwiw mu memen, na nkanea sensɛn so.",ɔbarima bi hyɛ atar tuntum a okita akasamu a ɔrotow dwuma dzendzeen na ɔbaa kor nso asɔr tsentseen bɔ ne nsɛm resaw na nkorɔfoɔ pii tsetse fam hɔ wɔ dan a woetwiw mu memen na nkanea sensɛn so,0.275,0.1227
9,Nkorɔfoɔ bebree egyina ha ebi mo ɛhyɛ nos mask ebi nom ekita hyafel a wɔde saa anhwia ɛkata adiɛ so ndua esi ha kar ɛwɔ ha.,nkurɔfoɔ bebree gyina ha binom hyɛ nose mask binom kita shovel a wɔde resa nnua ɛrekata adeɛ so nnua si ha car wɔ ha,0.6923,0.2577
