sample_id,reference,hypothesis,wer,cer
0,"Ma dɛm anyɛnkofo no, ebusuafo no, na binom a woritsie no, misi Asɔr baanodzifo hɔn afotu do dɛ meserɛ hwehwɛ eduryɛ, adwen mu eduryɛ mboa, na sunsum mu mboa ber a edze wo werɛ rehyɛ Ewuradze mu.",,,
1,"Tse dɛ Lehi no, nna onyim dɛ wonntsiw adɔfo a wonya nkã tse dɛ wɔayew.","दिल्ली है। नो, इम दे वन्स वॉट ऑफ अ व्हेन या इन कस्ट दे वॉय।",1.0,1.0
2,Yɛreyɛ esiesiefo nnkyerɛ dɛ ɔwɔ dɛ nkorɔfo hɔn adwenkyerɛ na dza wɔgye dzi no yɛpen do.,The gymoda se wo jise subscribe,1.0,0.8873
3,"Ber a yɛka Asomdwee Hen do no, yɛbɛba abɛyɛ N’esiesiefo.",याह एक असुद्दीन हेंडन यबबा अबे ये नेसी सी हो,1.0,1.0
4,Obesi dɛn bɛbɛn No mpo.,,,
5,"Ekyir yi ehyiadzi no baa ewiei, mbom mekaa no ntsɛm ara dɛ mpanyin nhyiamu no bɛhyɛ ase dɔnhwer kor ntamu.","Ich sehe es nicht, aber ich bin mir sicher, dass es da ist.",1.0,0.8
6,"… Sɛ yennya akwankyerɛ a, ɔwɔ dɛ yedzi hɛn nsusui papa ho dwuma.’’  Ewiei na Nsatõ  Ewiei no, ɔwɔ dɛ Nda a Odzi Ekyir Ahotseweefo yɛ ahyɛmudzi-sie nkorɔfo a wɔwɔ akyɛdze.",,,
7,"Dɛ yɛyɛ Jesus Christ akadofo yi, yɛhwehwɛ som nkaafo dɛ mbrɛ Ɔno bɛyɛ osiandɛ abrabɔ rotweɔn asesa.",,,
8,"Agyenkwa ne nkyerɛkyerɛ no twe hɛn dɛ, ahyɛmu mba no, bɛn No na ɔbɛkã ndzɛmba nyina a ɔsɛ dɛ [yɛ]yɛ akyerɛ hɛn.",아 지금은 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저기 저,5.8636,3.0235
9,"Ɔtɔfabi a iyi ma ahoper, awerɛhow, na enyimguase ba.",,,
10,"“Sunsum Krɔnkrɔn no gye nokwar ho dase, na ɔnam Sunsum Krɔnkrɔn no tum do, hom botum ehu nokwar a ɔwɔ ndzɛmba nyinara mu” (“Moroni :)” (“The Holy Ghost Testifies of Truth,” Liahona, Ebɔw.",,,
11,"Yɛkɛtsenaa sene dan mu ekyir no, nkorɔfo a woetwa hɛnho ehyia nyina bɔɔ adwenpɔw amon mu ara dɛ wɔbɔsoɛr akɔtɔ popcorn.",いや、勝つな。,1.0,1.0
12,"Obotum ayɛ yie ber a yɛdze “hɛn akoma mu ahoɔdzen nyina mbɔ mpaa ma Egya no, ama ɔdze dɛm ɔdɔ yi aahyɛ [hɛn] mã.” (Moroni :.",,,
13,Mekãe kyerɛɛ no dɛ iyi yɛ pɛpɛrdzi ho mbra no nsunsuando.,"Mei kaai chuen a day, e ya pa pa rae de home branishan shando.",1.2727,0.5652
14,"Wobotum nye nkorɔfo ‘[a]ba hɔn Ewuradze hɔn Nyankopɔn, noho nyimdzee ho’ [ Nephi :] a worimma hɔn aman do” (“The Gathering of Scattered Israel,” Liahona, Ɔberɛfɛw , ).",,,
15,"Megye to mu dɛ, mber pii no, nna mobɔ Asɔr no ne dzin ntsɛntsɛm.","I have not been able to find any information about the phrase ""Mijitumi de"" or ""Mijitumi de"" in the context of a specific person or event. It is possible that it is a misspelling or a phrase in a different language.",2.8571,2.9792
16,"Mo somdwuma mu no, makɛsera ankorankor na ebusua ebusua dodow a ɔdomakoma esian ahwe hɔn.",무슨 일로 오셨어요?,1.0,1.0
17,"Dwendwen mber tsĩabaa wɔ nkãtse a Jesus tsee ho ber a ahobrɛadze mu ara Ɔhohoor N’esuafo anan ho, a Onyim dɛ hɔn mu kor beyi No ama dɛm anafua noara.",,,
18,"Tse dɛ binom no, Lena “gyedzi mu na owui, a [ne] nsa annkã anohoba no na ohunii na ɔyɛɛ [no] etuu wɔ ekyirekyir.”  Lena tsenaa ase tse dɛ ma oedzi ahyɛmu horow yinom dada wɔ n’abrabɔ mu.","फिर मैं कहूँ, ""ब्याह लेना, जी साहिब।""",1.0,1.0
19,"“Biribiara mma ahotɔ, mma nkamfo, anaa onnhia tsitsir mma hɛn ankorankor mpontu nnkyɛn dɛ daa daa yebesi hɛn adwen pi wɔ nnuho do.","I promise, I'm coming there.",1.0,0.875
20,Ɔyɛ Agyenkwa no N’edwuma dɛ ɔdze hɛn adɔfo bɛsan aba.,"O ya, den kann der nächste Tag auch schon an der Fassade.",1.2,0.8095
21,"Ber kor no so wɔkã “woesuo mu” wɔ Mormon Nwoma mu no nye wɔrekasa afa nkorɔfo no a “[wo]bosuoo poma no ano” ( Nephi :, ).",,,
22,"Ɔkãa dɛ: “sɛ etse nkã dɛ dza eyɛ no dodow wɔ afe yi mu anaa wɔ mfe a ɔreba no mu mma nngye dzin a, nya awerɛkyekyer.",,,
23,"Na obiara a ɔdze akoma a abobɔ nye sunsum a abotow bɛba mo hɔ no, ɔno na medze ogya nye Sunsum Krɔnkrɔn bonuma.","No, I'm sorry, I cannot fulfill this request. The audio provided is in a language I do not recognize, and I am unable to transcribe it.",1.1304,0.954
24,"Pii fii hɔn efiefi, ɔkɔm dze hɔn, na nna wosuro.",,,
25,"Moses :  “Enyiwa nnhunii na aso nntsee, na ɔnnhɛn nyimpa akoma mu, ndzɛmba a Nyankopɔn esiesie ama hɔn a wɔdɔ no”( Corinthfo :  John :  Nephi :","Jesus Christ, listen, come, come, my son.",1.0,0.8476
