sample_id,reference,hypothesis,wer,cer
0,"Bi zɔri mi ni be chɛŋ shukuru be konko, wula soya? M piriba?  Aayi yɛlibu be niŋ a laha di yi niŋ ka sokan niŋdi din bi tu, n bɔri mi ni n lɛbi karimba, din zuɣu n bi kpɛri yɛla ni, n niŋla nim mohi n bahi n biɛhigu ni",bɛ zɔrimi ni bɛ chaŋ shikurigu konko wuɣila soya n pali waa ayi yɛlibigi ni alahindi n niŋ ka sokam zaa niŋ di dundi bɛ duu m bɔrimi ni n lɛbi karimba di zuɣu ŋun bi kpɛri yɛla ni n niŋla nimmɔhi m bahi m biɛhi gbuni,0.6863,0.2422
1,"Antire mpririba, alaafe bɛni, wumsim bɛla ni yi shikuru na maa, inn, mma yɛlima bɛla zaŋkpadipolo, amaa yɛlimaŋli di chɛmi ka vi malima, n-ya nima yɛrimi ni di wuhiya ni bii yi pa birila paɣa maa, amaa kalee lan yɛli ni di tu ni a sɔɣi li.",antirei n pɛriba alaafee beni nisim bela ni yi shɛli kurina maa ni ma yɛlimaa bela zaŋ kpa di polo amaa yɛbaŋli di chana ka vi mali maa yɛla niŋ yɛlimaa ni di woya ni bi yi pa bela paɣa maa amaa ka leei ban yɛli ni tumdi asɔɣili,0.766,0.2446
2,"Bɛ piriɣili tɛhimi ni a yi ko li nya doo shɛla a zaŋ bi puɣin ɣa n niŋ di a yu bu, bɛi a kpɛɣiri a kpaŋ kpama ni paɣa. Ka ya tɔɣi bi li n ba la. M bɔri mi ni n yɛli n zo ni ma ka bi baŋ ni ka maa ka bi sa ni ka di yi na dii niŋ ka bi kpɛ yala ni. Yali maŋ li n nyɛli bii doo kondi za li ɣu bi sa gi n ti li naɣ la yuu shɛli di ni tu ni o paɣi ka ko li doo maa",bɛ pirigili tahani aɣa kuli nyɛ doo piɛla alibar puɣinli niŋ daa yigu bee gbibu ni paɣa kɛltɔɣa bila mbala bɔrigu ni yelo zomani ka bɛ vaŋni kama ka bɛ sankariyira,0.9208,0.6431
3,"N yu bɔlli, amaa di yuuiya ka nŋme, n kuli bɔri ni n gba kuli bɛnimi biɛhigu ni, a tɛhiya ni ni tooi taɣi, n bɔri ni n niŋ nya, n be bɔri ni n biɛhigu ti naai kamani ni nyɛri dabba shɛba boori maa ni maa. Ka be yi be niŋ?",n yu bolli amaa duu ya ka n ŋmɛ n kuli bori ni n gba ku piɛlli biɛhagu ni a taha ni n tooi taɣi n bolli niŋ nya linjɛ nim biɛhagu ti naai kamani ni nyɛla dab shab booi bi maani maa ka bia bi niŋ,0.5577,0.2577
4,"A yi yɛli ni be be wumdi n tiri ya, di lee nyɛla zaŋchaŋ yɛltɔɣa shɛŋa polo bee yɛltɔɣali kam polo. Yɛltɔɣali kam polo, o tɛhimi ni ti n-nyɛ bipɔla ti be mi binshiɛɣʋ zaŋ chaŋ dunia ŋɔ puuni bee ti ni yɛn tooi niŋ shɛm gu ti maŋa. Lala maa be niŋdi ti nyaɣisim.",a yi yɛla ni bi wumdi tiliya daliya nyɛla zaŋ chɛŋ yɛltɔɣa shɛŋa polo bee yɛltɔɣali kam polo yɛltɔɣali kam polo bi tiɛhi mini ti ni nyɛ bi pɔla maa tibi mini binshaɣu zaŋ chɛŋ duniya ŋo puuni bee ti yɛn tooi niŋ shɛŋa guuti maŋa lala maa bi niŋdi ti nyaɣasiŋ,0.5455,0.1741
5,"Nsaɣiti ni taɣada nyɛla di ni niŋ dawama ti ʒinɛlipuuni, amaa di ni nyɛ taɣada maa be wuhi ti ni di nyɛla di ni viɛli ti ti biɛhigu bee fukumsi zalisi saɣitili. bɔ nlee nye fukumsi zalisi?",n saɣati ni taada nyɛla din niŋ da wa matɛ shɛŋɛli puuni amaa din nyɛ taada maa bi wuhiri ni di nyɛla din viɛli ti ti biɛhigu bee fukumsi zalisi saɣati li booni lee nyɛ fukumsi zalisi,0.6216,0.1208
6,"Saha shɛŋa di niŋdi ba mi ka bi yihi ban labi, ka di nyɛla bin niŋ nimmɔhi tumda tuma la zuɣu. Ti ni tooi wuhi ba ti ni bɔhim bin shɛŋa kpe, ka ku ŋmani bi yihi la ban nua. Ka bipuɣiŋ shɛba naawuni ni dahim la mi? Saha shɛŋa bi gaŋdi ba mi. Mbɔri ni kpaŋ mmaŋa n tum n yiko tariɣa.",saha shɛŋa di niŋdiba mi ka bi yihi la ban lari ka di nyɛla bini niŋ nimmɔhi tumdi tuma la zuɣu ti ni too wuhi ba ti ni bohim bini shɛŋa kpɛ ka di ku ŋmani bi yihi la ban nuu ŋɔ ka bipuɣun shɛba naawuni daɣalila ni sa shɛŋa bi gaŋ diba mi n bɔri niŋ kpaŋ niŋ,0.4603,0.2075
7,"Punpɔŋɔ, yɛlim ma, a tiɛh'ya ni jilma bɛni zaŋ jandi paɣaba ni dabba a shukurini? Saha shɛŋa, iin, amaa saha shɛŋa dabba ma tiɛh'la bɛni tooi ku yɛli bɛni bɔri shɛm n ti paɣaba, ka paɣaba maa simsi ni bɛ ku dɛi li lala",pini pɔŋ pɔŋɔ yɛlimma adiɛhi ni jilima bɛni zaŋ jɛndi paɣiba ni dabba ashikɔrigu saa shɛŋa dabba maa tiɛhiri bɛni tooi ku yɛli bɛni bɔri shɛm n ti paɣiba ka paɣiba maa simsi ni bɛ kuli dɛɛli lala,0.5,0.2455
8,"N zaɣisirila bindirigu ka chɛni kan tiŋsi n ti zaŋ di n chɛngi bihi n gmaari beti, n ni ʒini n tɛhi di zugu n daa tɛhimi ni so soma ka mani mi shɛm maa a maa din koli dirima ka di diri ma n gari ni dirili shɛm da baa ayi ŋɔ sunsuuni.",n zaɣisarila bindirigu ka chani ka chani katiŋsi ka zaŋ niɛn chani nyɛ bihi n laari bɛt ka ʒi n taari zuɣu ni taha ni kaman kɔŋ ba o sunsuuni ka maa mi shɛbi maa ka di diriba,0.7963,0.5618
9,"Nzonima yɛliya ni di yi niŋ, ka a ka mam bee ka na ʒi n-gɔli paɣa, ni ka doo n nyaa. Amaa din niŋdi ma muɣisigu nyɛla, ayi kpuɣi pushɛli ayi bi bɔra, bee ka gbaai STIs. Saha shɛŋa di niŋdi ma ka n ka so n ni yɛn yɛliti ka o ni wum ni yɛli shɛm maa ka ku kari ma sariya",n ʒɛya n yɛya niraba niŋ kaai kaman di bɛ kaana ʒi n gɔli paa ni ka doo nyaa amaa di niŋdi maa muɣusigu nyɛla a yi kpuɣi shɛli a ni bi bɔri bɛ kaagbaagi ɛsitihi ayi ɛs saha shɛŋa di niŋdi maa mii ka so neen yɛriti,0.7937,0.4221
10,"N kuli bɔri mi ni n che diɛma maa zaazaa. Inn, shɛlini yiŋa, n bɔri ni n tooi lɛbi ya bimaŋli n sɔŋdi n ma, amaa shɛli ni n zo nima ni kana n ti yɛli ni ti yima n mii ni chaŋ n kpɛrila mʋɣisigu ni ka ku lahi ka ni yɛn niŋ shɛm, shɛli di chɛmi ka di ŋmanila nkuli labila nyaaŋa zaazaa",n kuli bori ni nima n chɛ diɛma maa zaa zaa yi shɛli ni yiŋa n bori ni n ti lɛbiya bimaŋli n soŋ dini ma amaa shɛli ni n zo nim ni kana n ti yɛli ni ti yi ma nii chɛni n chɛbila muɣusi gbubi ka kuli lahi ka niɛma niŋ shɛm shɛli ni di chɛni ka ŋmalina n kuli lɛbiya nyaangi zaa zaa,0.5538,0.2056
11,"N suhu ŋuo ri mi bɛ tiniŋ yɛli ni n zaŋmi n zaɣa niŋ paɣa ni simsi ni o niŋ binyɛri shɛŋa, kaman ka a duɣ' ni salinvɔɣu ʒiɛri bɛi ka a sɔŋ ni zahama maa. A tiɛh'ya ni bɛ wumti ma? Amaa saha shɛŋa di ŋmanla kaya ni taɣada maa kuɣa ka bɛ zaŋ mali li",so ŋoori mi bi ti niŋ yɛli ni n zaŋmi zaɣ niŋ paɣa ni simsi ni o niŋ binyɛri shɛŋa kamani kaaduɣ ni salin boɣali ʒɛri bee kaai soŋ ni zahama a tihi ni bin wum ti maa amaa saha shɛŋa din malila kaya ni taada maa koɣa ka bi zaŋ malili,0.5614,0.1774
