sample_id,reference,hypothesis,wer,cer
0,"Bala, lɔ kʊ Woso a bir k'an bɩ zu Zuuba ʊ bɩ, a ba b'ʊ soamɩŋŋaʊzaa Zuuba nɔ ʊ. Bɩ, soamɩŋŋaʊzaa kʊ Woso a bir sɔ bɩ, a ba b'ʊ Krista lɔ.","Bala, lo ko so, buru ka mi su zo ba be. Aba bo so mi na zo ba no. Be so mi na zo ko wo so buru so ba be. Aba bo krista.",1.0,0.4742
1,"Gʊɔɔ gɔsɩnnɔ ta, ŋn'aa *farizɛɛnrɔ yɩ, ŋnɩ hɔ kʊ Yeezuu a ba bɩ dɩnda ŋ nɩ.",وہ وقت نہ نہ پارسیان روئی اور وہ کو یزوا بپدند,1.0,1.0
2,"Bɩ, kʊ mɔɔ ma ŋ ʊ, zɩɩfʊrɔ wɔɔ ɩ dundom zi k'a zɛ bɩ y'a ka, mɔɔ n'a nyɔɔrɛ ɩbɩɩ zi zɔɔ-zɔɔ. Mɔɔ hɩ gʊɔɔ kʊ ŋ mim ka ra rɔ wɔɔ m sɔ, kʊ ŋ nɩ bʊr ɩbɩɩ zi, ŋnɩ b'a gumə lemim hɩ.»","B. Como um homem, o que eu faria, o que eu não faria, o que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu faria? O que eu não faria? O que eu",3.9556,3.85
3,"Pol n dɩga dʊdɔkənno wɔɔ ma sɩɩ…, an a hɩ, a ʊ: «M danyɩnɔ, mɔɔ mɩsɩrbaa ba kan noom fu kɩ Woso mɩm ʊ, an ta, an her naa ku.»",,,
4,"Yeezuu n a bɔ, an bʊr Kanaa ʊ Galilee kʊ ʊ. Bɩncɛ bɩ do a hi ba ʊ dɩvɛn bɩ. *Rɔm cir zibəəzaa jɩtaarɛ deem ɩ nyɩnta Kapɛrnawum ʊ, a nyɩ bɩ laafɩɩ y.",,,
5,"Woso mɔɔ n'a barɛ m kasɛtɩzaa, kʊ mɔɔ ga a jɩra mɔɔ m ŋʊaarbarɛ m. Kʊ mɔɔ n a ŋʊa kʊ m awɔɔ heer kɔ bɩ y'a ka, mɔɔ n m ya m bʊr awɔɔ zi Korɛntɩ ʊ y.",いつものバーレンカセットだ。 この後、アジラモンは、 この後、この後、ヘルコビアカ、 門の山浦、40,1.0,1.0
6,"Gɛɛ, mɔɔ kan Barnabas kɩ, wɔɔ y'ʊ ga m ʊ minto kʊ zi ba, ʊ ʊ mɩŋŋɔɔ tʊr m na?",,,
7,"Cir bɩ do nyɩnta bʊnyaa, an zambʊ ba wɔɔ do bɩ ma. A paŋŋa ba wɔɔ zɩrɔ wɔɔ ma, an a ka ŋn'a a nyɩnɔ poorero gʊr, ŋn'aa ŋ lo kʊ ŋ nɩ gɩnga.",,,
8,"A hɩ mɔɔ nawʊrɛ awɔɔ m, heernyɔɔ nyɩntaŋ ʊ gʊta arzana ʊ, mimbʊnyaabər deem k'a a bɔ a taam bɩ tɔ ma, an lɛ da gʊɔɔ tɩrgɔɔ bunɛɛhʊ a yaa nɛɛhʊ rɔ wɔɔ kʊ heerlʊrlɛ zibəə ba ŋ ma rɔ wɔɔ ra.»","I'm sorry, but I cannot transcribe the audio because it is not in a language I can understand.",0.9762,0.8156
9,"Bɩ, gʊɔɔ gʊta sɩra ka ʊ b'ʊ.","No, but I'd rather go.",1.0,0.8947
10,"Meerbaarɔ nɔɔn duro ba Yeezuu ʊ, k'a a zɛ zaa hɩnka.",मेहरबां नून रोबा ये सू का अजाजा है।,1.0,1.0
