sample_id,reference,hypothesis,wer,cer
0,"Bi din baar naasubure, ki be tiŋ na kur po. Li naasuut din yab ki gar naasuut nba kur mi baar, ki bia yab gar naasuut nba kur saa mi baara.",bɛ dɛn ba nasuburɛ kabɛtɛn nakolifo linasudɛn yɛb kaga nasu tɛn bakulɛ mɛbɛ kabɛya yɛb ga nasu tɛn bakul samɛbɛ,1.0,0.4286
1,"Yii mei Yennu batnba nan binba kur tee yikoo damm na paak, a tii be nan laafia nan parmaasir, kii tee yentina, kii be soonna.",yɛmɛ yɛnɔ batam ba nambɛn ba kurɛ tɛyɛ ko dam nɔ fa a tɛ bɛ nam lafɛ nɔ pam fasɛ kɛ tɛyɛntin na kɛ bɛ su,1.0,0.4948
2,"Ŋaan i ki sikin i mɔŋ nan dinna. I ki turin baakir, koo ki wei sennii nba kur ki n tur yimm nan i yeejamm na.","Yɛ́ɛ́, ńgə́ kaŋ, ńgə́ mbàŋ ndɛ́ŋ na. Ńgə́ kwɔ̀tɔ́m báŋ kal. Kɔ́ɔ̀ɔ́ŋ ń wɛ́í sɔ́ŋ ń báŋ kal kán ntɔl. Ń ya ń yaa jaa",1.0,0.8025
3,"Wunba dɔŋ pot u punn ŋaan tan teen Masiaweirɔ, ŋaant ki wun dian nna; wunba mun ki pot ŋaan teen Masiaweirɔ, wuu kii loon u ji daa porii u punni.",wòòmbààng pɔ́tòpɔ́n ngàntìyɛ́ɛ́màsɛ́ɛ́wɛ̀rɔ́ ngàntúkwɛ́ɛ́nyìáànnà wòmbàámwɔ̀ŋgɛ̀pɔ̀rì ngàntɛ́ɛ́màsɛ́ɛ́wɛ̀rɔ́ wùkìlúwɔ́n ɔ̀yídàpɔ̀rɛ́ɛ́pùn,1.0,0.6964
