sample_id,reference,hypothesis,wer,cer
0,Bɛde ɔ bo kɛ nlanwonvoninli ɛnleanlɛ kola ka awie anwo na bɛdwenle mɔɔ ɔwɔ kɛ ɔyɛ amaa yeagyakyi la anwo.,bɛde ɔ bo kɛ nlanwo nvoninli ɛnleanlɛ kola ka awie anwo na bɛdwenle mɔɔ ɔwɔ kɛ ɔyɛ amaa yeagyakyi la anwo,0.1,0.0
1,‘Tɛnlabelɛ boni mɔ a bahola azɔ anwodozo kpole mɔɔ melɛ wɔ Gyihova anu la anlea a?’,tɛnlabelɛ boni mɔ anu a bahola azɔ anwodɔzo kpole mɔɔ melɛ ye wɔ gyihova anu la anlea a,0.1875,0.0923
2,GYISƐSE HANLE EDWƐKƐ ZƆHANE BIE WƆ MEKƐ GYƐNE NU,gyisɛse hanle edwɛkɛ zɔhane bie wɔ mekɛ gyɛne nu,0.0,0.0
3,Moalɛ Maa Mraalɛ Mɔɔ Bɛyɛ Bɛ Basabasa La,moalɛ maa mraalɛ mɔɔ bɛyɛ bɛ basabasa la wɔ nvoninli ne anu yɛnwu kɛ adiema raalɛ bie ɛlɛfa mraalɛ nwo banebɔlɛ mɔɔ baebolo ne ka la mɔɔ ye pente la ko amaa raalɛ bie,3.25,3.0303
4,ADESOA MƆƆ ƆWƆ KƐ ‘YƐFUANDI BƐ YƐGUA’,adefoa mɔɔ ɔwɔ kɛ yɛfondi bɛ yɛgua,0.2857,0.1034
5,"Bɛdimoa Bɛsiezie Bɛ Nwo A, Ɔbahola Yeaboa Bɛ Abusua Ne",bɛdumua bɛsiezie bɛ nwo a ɔbahola yeaboa bɛ abusua ne nvoninli ne ɛlɛkile kakula nrenya bie mɔɔ ɛlɛbua ye papa wɔ mekɛ mɔɔ bɛlɛyɛ yɛ kile wɔ bɛ abusua ɛzonlenlɛ bo la,2.3,2.1136
6,Asoo Mɔɔ Mebiza La Kile Kɛ Mebu Gyihova?,asoo mɔɔ mebiza la kile kɛ mebu gyihova,0.0,0.0
7,KƐZI YƐKILE KƐ GYIHOVA DUMA NE ANWO HYIA YƐ LA,kɛzi yɛkile kɛ gyihova duma ne anwo hyia yɛ la,0.0,0.0
8,Duzu A Ɔwɔ Kɛ Ɛyɛ Na Wɔanyia Dahuu Ngoane A?,duzu a ɔwɔ kɛ ɛyɛ na wɔanyia dahuu ngoane a,0.0,0.0
9,Kpondɛ “Life Stories of Jehovah’s Witnesses” wɔ Watchtower ONLINE LIBRARY ™ anzɛɛ Watchtower Library ne anu.,pondɛ life stories of jehovah's witnesses wɔ watchtower online library anzɛɛ watchtower library ne azo edwɛkɛ ne wie,0.3333,0.1477
10,Ndenle mɔɔ Gyihova dua zo ka kile yɛ kɛ ɔ nye die yɛ nwo la bie mɔ a le boni?,ndenle mɔɔ gyihova dua zo ka kile ye kɛ ɔ nye die ɛ nwo la bie mɔ a le boni,0.1,0.0351
11,KƐ ƆKƐYƐ NA BƐAWULA GYIHOVA ANYUNLUNYIA Ɛ?,kɛ ɔkɛyɛ na bɛawula gyihova anyunlunyia ɛ,0.0,0.0
12,KƐZI YƐBAZUKOA YƐ ƐSƆFO KPANYINLI NE ƐNƐ LA,kɛzi yɛbazukoa yɛ sɔfo kpanyinli ne ɛnɛ la,0.125,0.0278
13,NEA ADWENLE MƆƆ ƐFA ƐNO NEE DODO MƆƆ ƐNO LA,nea adwenle mɔɔ ɛfa ɛno nee dodo mɔɔ ɛno la,0.0,0.0
14,YƐKA EDWƐKƐ NE ƆLUAKƐ YƐKULO MENLI,yɛka edwɛkɛ ne ɔluakɛ yɛkulo menli,0.0,0.0
15,Nyia Wɔ Baebolo Ɛgengalɛ Ne Azo Nvasoɛ Kpalɛ,nyia wɔ baebolo ɛgengalɛ ne azo nvasoɛ kpalɛ,0.0,0.0
16,NDENLE GYƐNE MƆƆ YƐBALUA ZO YƐAMAA YƐ NWO ANWOSESEBƐ,ndenle gyɛne mɔɔ yɛbalua zo yɛamaa yɛ nwo anwosesebɛ,0.0,0.0
17,Die To Nu Kɛ Tɛ Debie Biala A Ɛze A,deɛ to nu kɛ tɛ debie biala a ɛze a,0.1,0.0769
18,"Saa yɛlɛyia ezukoa nwo ngyegyelɛ a, kɛzi yɛbahile kɛ yɛfa yɛ nwo yɛto Gyihova anwo zo ɛ?",saa yɛlɛ yi yɛzukoa nwo ngyegyelɛ a kɛzi yɛbahile kɛ yɛfa yɛ nwo yɛto gyihova anwo zo ɛ,0.1765,0.0286
19,Kɛzi Gyihova nɔhalɛ ɛtanefakyɛ ne boa wɔ ɛ?,kɛzi gyihova nɔhalɛ ɛtanefakyɛ ne boa wɔ ɛ,0.0,0.0
20,Kɛzi ɛlɔlɛ maa bɛnwu Gyisɛse nɔhalɛ ɛdoavolɛma ɛ?,kɛzi ɛlɔlɛ maa bɛnwu gyisɛse nɔhalɛ ɛdoavolɛma ɛ,0.0,0.0
21,yɛ hu anzɛɛ yɛ ye baye yɛ rɛle ado yɛ sa nu la ɛ?,yɛhu anzɛɛ yɛye ba ye yɛ ɣɛlɛ adoliesɛ nu laɛ,0.7857,0.1714
22,Yɛlɛto aleɛ wɔ Waiswa abusua ne sua nu ɛkɛ,nvoninli ne anwo edwɛkɛ ne kenga kɛ yɛlɛto aleɛ wɔ whiteball abusua ne sua nu ɛkɛ,0.8889,1.0294
23,"SAA YƐYE NYAMENLE DUMA NE AYƐLƐ A, KƐZI . . .",saa yɛye nyamenle duma ne ayɛlɛ a kɛzi,0.0,0.0
24,Sukoa kɛzi Gyisɛse maanle bɛnwunle Gyihova duma ne nee adenle mɔɔ ɔluale zo ɔdele duma zɔhane anwo la anwo debie.,sukoa kɛzi gyisɛse manle bɛnwunle gyihova duma ne nee adenle mɔɔ ɔluale zo ɔdele duma zɔhane anwo la anwo debie,0.05,0.0108
25,GYIHOVA ANYE SƆ NƆHALƐLILƐ MƆƆ ƐLƐFA WƆAZONLE YE LA,gyihova anye sɔ nɔhalɛ lilemɔ lɛ fɛ wɔ azonle ye la,0.6667,0.093
26,"Saa ɛlɛ gyimalilɛ mɔɔ le kpuya nee mualɛ la a, bɔ mɔdenle kɛ ɛbamaa menli dɔɔnwo amaa mualɛ. Kɛ ɔkɛyɛ na wɔahola wɔayɛ ɛhye ɛ?",saa ɛlɛ gyimalilɛ mɔɔ le kpuya nee mualɛ la a bɔ mɔdenle kɛ ɛbamaa menli dɔɔnwo amaa mualɛ kɛ ɔkɛye na wɔahola wɔayɛ ɛhye ɛ,0.04,0.0101
27,KƆ ZO NYIA DWOBU BULUKU NE AZO NVASOƐ,kɔ zo nyia dwobu buluku ne azo nvasoɛ,0.0,0.0
28,Duzu “nzuzulɛ” a Gyihova bava awula maanle maanle ne mɔ ahonle nu kenlensa ye ala a?,duzu nzuzulɛ a gyihova bava bawula maanle maanle ne mɔ ahonle nu kenle nsa ye ala a,0.1875,0.0152
29,Kɛzi Gyihova hilele alimoa Kilisienema adenle ɛ?,kɛzi gyihova hilele alimoa kilisienema adenle ɛ,0.0,0.0
30,"Mekɛ mɔɔ bɛlɛkilehile kɛzi bɛholale bɛgyinlanle tɛnlabelɛ mɔɔ anu yɛ se la anloa la, bɛhanle kɛ Gyihova zɔle bɛ kɛ “kolonvia amolɛ.” Duzu a ɛnee bɛlɛkile a?",mekɛ mɔɔ bɛlɛkilehile kɛzi bɛholale bɛgyinlanle tɛnlabelɛ mɔɔ anu yɛ se la anloa la bɛhanle kɛ gyihova zɔle bɛ kɛ kolonviamolɛ duzu a ɛnee bɛlɛkile a,0.0741,0.008
31,"Saa yɛdi Gyihova adehilelɛ zo ɛnɛ a, kɛzi ɔboa yɛ ɛ?",saa yɛdi gyihova adehilelɛ zo ɛnɛ a kɛzi ɔboa yɛ ɛ,0.0,0.0
32,"Duzu a ɛnee Gyisɛse lɛ ɛhulolɛ kɛ ɔbayɛ ɔlua Gyihova duma ne ati a, na duzu ati ɔ?",duzu a ɛnee gyisɛse lɛ ɛhulolɛ kɛ ɔbayɛ ɔlua gyihova duma ne ati a na duzu ati ɔ,0.0,0.0
33,Bɛmaa yɛ gyimalilɛ fofolɛ wɔ Myanmar,nvoninli ne anwo edwɛkɛ ne kenga kɛ bɛmaa yɛ gyimalilɛ fofolɛ wɔ myanmar,1.1667,0.9355
34,NYAMENLE EDWƐKƐ NE ƐGENGALƐ MAA YƐ NYE DIE,nyamenle edwɛkɛ ne ɛgengalɛ maa yɛ nye die,0.0,0.0
35,YƐBOALE YƐ MEDIEMA MƆƆ WƆ RWANDA LA,yɛboale yɛ mediema mɔɔ wɔ rwanda la,0.0,0.0
36,‘Ndonwo boni a mebahola meava meahilehile nɔhalɛ ɛhye anu meahile awie a?’,ndonwu boni a mebahola meava meahilehile nɔhalɛ ɛhye anu meahile awie a,0.0833,0.0167
37,Ninyɛne titili boni mɔ a maa Kilisienema atɔfolɛlielɛ wula Gyihova anyunlunyia a?,ninyɛne titili boni mɔ a maa kilisiene maa atɔfolɛlielɛ wula gyihova anyunlunyia a,0.1667,0.0145
38,MMAMAA Ɛ SA NU TO WƆ WƆ MBUSUAFOƆ ANWO,mmamaa ɛsɛ nu to wɔ mmusuafo anwo,0.4444,0.1667
39,Bɛmaa raalɛ ne anwosesebɛ kɛ ɔnwu ɔ nwo kɛ mɔɔ Gyihova nwu ye la na ɔhɔ zo ɔyɛ sunsum nu ninyɛne le kɛ bɛtianwo debiezukoalɛ nee asɔneyɛlɛ.,bɛmaa raalɛ ne anwosesebɛ kɛ ɔnwu ɔ nwo kɛmɔ gyihova nwu ye la na ɔhɔ zo ɔyɛ sunsum nu ninyɛne nee kɛ bɛtia nwo debiezukoalɛ nee asɔneyɛlɛ,0.1852,0.0268
40,Deɛmɔti Bɛlɛkpɔ Wɔ A Ɛ Nye Bahola Alie La,deɛmɔti bɛlɛkpɔ wɔ a ɛ nye bahola alie la,0.0,0.0
41,BOA Ɛ RA MAA ƆHOLA ƆHILEHILE YE DIEDI NE ANU,boa ɛ ra maa ɔhola ɔhilehile ye diedi ne anu,0.0,0.0
42,Sukoa kɛzi yɛbahola yɛamia anwodozo mɔɔ yɛlɛ wɔ Gyihova anu la anu na yɛali ninyɛne mɔɔ ka yɛ ɛzulolɛ la azo la anwo debie.,sukoa kɛzi yɛbahola yɛamia anwodozo mɔɔ yɛlɛ wɔ gyihova anu la anu na yɛali ninyɛne mɔɔ ka ye ɛzulolɛ la azo la anwo debie,0.0417,0.0101
43,"“Saa ninyɛnebɔlɛ le nɔhalɛ a, ɛnee nwane a bɔle Bɔvolɛ ne a?”",saa ninyɛnebɔlɛ le nɔhalɛ a ɛnee nwane a bɔle bɔvolɛ ne a,0.0,0.0
44,yeayɛ nzenzaleɛ na yeava Gyihova ɛzonlenlɛ yealimoa ɛ?,yeayɛ nzenzaleɛ na yeava gyihova ɛzonle yɛ limoa ɛ,0.375,0.1087
45,Ndenle nsa mɔɔ yɛbahola yɛalua zo yɛanyia anyuhɔlɛ wɔ yɛ ngilehilelɛ nu wɔ daselɛlilɛ nu la.,ndenle nsa mɔɔ yɛbahola yɛalua zo yɛanyia anyuhɔlɛ wɔ yɛ ngilehilelɛ nu wɔ daselɛlilɛ nu la,0.0,0.0
46,DEƐMƆTI ƆFƐTA KƐ YƐSONLE GYIHOVA LA,ye ɔnee ti ɔfɛta kɛ yɛsonle gyihova la,0.5,0.1667
47,Edwɛkɛ ɛhye bamaa yɛanwu kɛ Gyihova ze nyane mɔɔ yɛlɛdi la na ɔbamaa yɛ sa aha mɔɔ yɛhyia nwo amaa yɛ rɛle akyekye la.,edwɛkɛ ɛhye bamaa yɛanwu kɛ gyihova ze nyane mɔɔ yɛlɛdi la na ɔbamaa yɛ sa aha mɔɔ yɛhyia nwo amaa yɛrɛle akyekye la,0.0833,0.0
48,Kɛzi yɛbahile kɛ yɛkulo yɛ mediema ɛ?,kɛzi yɛbahile kɛ yɛkulo yɛ mediema ɛ,0.0,0.0
49,KƐZI GYIHOVA KILE YƐ ADENLE ƐNƐ LA,kɛzi gyihova kile yɛ adenle ɛnɛ la,0.0,0.0
50,‘ƆYELE MENLI BIE ƆMAANLE YE DUMA’,ɔyele menli bie ɔmanle ye duma,0.1667,0.0385
51,"Zɔhane a wɔ tɛnlabelɛ ne de ɔ? Saa ɔle zɔ a, duzu a baboa wɔ yeamaa wɔanwu kɛ ɔwɔ kɛ ɛkɔ zo ɛka kale anzɛɛ ɛgyakyi a?",zɔhane a wɔ tɛnlabelɛ ne de ɔ saa ɔle zɔ a duzu a baboa wɔ yeamaa wɔanwu kɛ ɔwɔ kɛ ɛkɔ zo ɛka kale anzɛɛ ɛgyakyi a,0.0,0.0
52,SIEZIE Ɛ NWO KPALƐ MAA DASELƐLILƐ,siezie ɛ nwo kpalɛ maa daselɛlilɛ,0.0,0.0
53,Kɛzi Ɛbaziezie Ɛ Nwo Wɔamaa Ɛzɔnenlɛ La,kɛzi baziezie ɛ nwo wɔmaa ɛzɔnenlɛ la,0.2857,0.0606
54,Yɛ debie mɔɔ ɔbahakye wɔ la. Ɛbahola wɔasɛte alarm wɔ wɔ fonu ne azo amaa mekɛ dwu a yeazu yeahakye wɔ yeamaa wɔagenga Baebolo ne.,yɛ debie mɔɔ bamaa wɔahakye la ɛbahola wɔasɛte alam wɔ wɔ fonwu ne azo amaa mekɛ ne dwu a yeazu yeahakye wɔ yeamaa wɔagenga wɔ baebolo ne,0.24,0.1442
