sample_id,reference,hypothesis,wer,cer
0,Halɩ maawobi mamʋ takayɩsɩ pa-maɣmaɣ pɔ-cɔlɔ se mowoni ɖɛ-tɛ ñɩma cɔlɔ Damaasɩ nɛ pɩsɛɣ mankpa patɩŋa nɛ mɔnkɔnɩ-wɛ Yeruusalɛm cɩnɛ nɛ pɔhɔ pa-nɩŋgbaaŋ.,halɩ mawoobi mamʋ tɛkɛyɩsɩ pamaɣmaɣ pɔ-cɔlɔ semoɣna ɖɛtɛ ñɩma-cɔlɔ tamasɩ nɛ pɩsaɣ maŋgba pa-tɩŋa nɛ mɔnkɔ nɩwɛ yerusalɛm cɩnɛ nɛ pɔhɔɔ panaŋgbaa,0.6087,0.1452
1,"Eeheyi-wɛ se ɛ-wayɩ lɛ, nɔɔyʋ kɔŋ, pɛwɛnɩ lidaʋ ɛ-yɔɔ.",eheye wa se ɛwayɩ lɛ nɔɔyʋ kɔŋ paɣni li taʋ ɛ-yɔɔ ɛnʋʋ lɛ,0.7778,0.35
2,"Pa nɛ mbá paana-ɩ ɛsʋlʋmaɣ yɔ, pana-ɩ ḿbʋ́ lɛ, pɔtɔŋ se: «Pɩtɛkɛ abalʋ ɛnɛ ɛɛcaɣna nɛ ɛsʋlʋmʋʋ yaa we?",panɛ mbá paanɛ-ɩ ɛsʋlɩmɔɔ yɔ panɛ-ɩ ḿbʋ́ lɛ kɔtɔŋ se pɩtakaa palɩʋna ɛɛcaɣna nɛ ɛsɔlɩmɔɔ yaaw,0.7368,0.25
3,"Pʋwayɩ lɛ, pata pɩsaʋ cikpeluu ŋgʋ́ kɩwɛɣ mɛlɛ ɛsɩndaa yɔ nɛ pakpazɩ se heɣlim eketi-kʋ nɛ puwoni kidiiliŋ cɔlɔ.",pʋwayɩ lɛ pata pɩsɛʋ cɩ kpeliu ŋgʋ́ kɩɩwɛ mɛlɛɛsɩndaa yɔ nɛ pakpasɩ se heɣlim eketikʋ nɛ powoni kitiiliŋ cɔlɩ,0.5263,0.1
4,"Yee ɖɩkpɛzaa se ɖɩtala kɩwɛɛkɩm nabʋyʋ kaʋ yɔ, ɖɩyaɣ Ɛsɔ se cɛtɩyʋ, pɩwɩlɩɣ se ɖɩtasɩ ɛ-tɔm.",yeeɖekpɛzaa ze ɖɩtalɩkɩwɛɛkɩm nabʋyʋ kaʋ kɔyɔ đɩyaɣ ɛsɔ se cɛtɩyʋ powolɩʋ sɛ ɖɛtasɩ ɛtɔm,0.625,0.1507
5,"Peeɖe Pɩyɛ pɔzɩ-ɩ se: «Heyi-m nɛ mana se liidiye nɖɩ́ ɩpɛdɩ mɩ-tɛtʋ yɔ, ɖɩtɩŋa yɔ yaa we?",peye pɩyɛ pɔzɩ-ɩ se hemnɛ mana se neitinɖɩ ɛpɛtɛmɩ tɛtʋ yɔ ɖɩtɩŋaɣ ɛɛyaawɛ,0.6471,0.2462
6,"Pʋbʋ wayɩ lɛ, pɔpɔzɩ Ɛsɔ se ɛsɩɩ-wɛ wiyaʋ.",pʋpʋwa-ɩ lɛ pɔpɔsɩ ɛsɔ se ɛseɩwa wiyaʋ,0.5,0.1562
7,"Ma Pɔɔlɩ weyi pɩkɛdɩnɩ Ɛsɔ nɛ eyele se mɛnkɛ Krɩstʋ Yesu tiyiyu yɔ, ma nɛ taabalʋ Timootee ɖɩmaɣnɩ takayaɣ kanɛ taabalaa Ɛsɔ ñɩma mbá mɩ ɩwɛ Koloosi nɛ ɩtɩŋɩɣ Krɩstʋ nʋmɔʋ ɛzɩ pʋpɔzʋʋ mɩ nɛ ɩ mɩ-kpɛndʋʋ yɔɔ yɔ.",maa pɔɔlɩ weyi pikɛdɩnɛ ɛsɔnɩ yele semɩ ŋkɛ krɩstʋ yesu tiyi yɔ manɛ taabala timotee ɖɩmaɣ nɛ tɛkaya kanɛɛ taabalaa ɛsɔ ñɩma mbɩ mɩ ookoloɣse nɛ ɩtɩŋɩ krɩstʋ nɩmʋʋ zɩ pʋpɔzʋʋ mɩnɛɩ-mɩ-kpɛndʋʋ yɔɔyɔ,0.7179,0.1538
8,"Mbʋ́ pʋyɔɔ yɔ, paatasɩɣ tayɩnaʋ pe-lelaa tɔɔnaɣ paa evemiye nɖɩ́.",mbʋ́ pʋyɔɔ yɔ paatasɩɣ tayɩna opelelaa tɔɔnaɣ paafeme nɖɩ,0.4,0.098
9,Pɩtamʋnɩ se ɖɩwɛɛ ɛzɩ Satanɩ ñɩnʋ Kayɛnɩ weyi ɛkʋ e-neu yɔ.,pɩdaamɔnɩ zeɖewɛɛze ka ñadʋʋ zatanɩ yenʋ kaa yi nɩ weiye gʋo newiyo,1.0909,0.5745
