sample_id,reference,hypothesis,wer,cer
0,1 BERESOSƐM 1.,resesam ho maa di kan resesam ho maa di kan,1.1111,0.2314
1,Efi Adam So Kosi Noa Mma So.,afiri adams kɔsi no wɔ maso,0.1429,0.0159
2,"Adam asefo yɛ Set, Enos.",adam asofoɔ yɛ sɛt nnɔso,0.12,0.0185
3,"Kenan, Mahalalel, Yared.",Canaan mahalarro yarek,0.3333,0.0194
4,"Henok, Metusela, Lamek.",hennok metu sɛ la lammek,0.5556,0.0093
5,"Noa mma ne, Sem, Ham, ne Yafet.",ne wɔ amane sɛm ha me ne yɛafek,0.1429,0.0181
6,Yafet Asefo.,"Ja, fordagsifo",0.5,0.06
7,"Na Yafet asefo ne Gomer, Magog, Media, Yawan, Tubal, Mesek ne Tiras.",mayafrɛte asefoɔ ne gorma ma gɔgog media yaa wɔn tube a mɛsɛk ne teras,0.0833,0.0065
8,"Na Gomer asefo ne Askenas, Rifat ne Togarma.",na goma asefoɔ ne asuka nas reflɛte ne toogama,0.0938,0.009
9,"Na Yawan asefo ne Elisa, Tarsis, Kitim ne Rodanim.",na ayaawa asofoɔ ne elisa taasis ketewim ne rhodanim,0.0617,0.0066
10,Ham Asefo.,hum asifo,0.5,0.0312
11,"Na Ham asefo ne Kus, Misraim, Put ne Kanaan.",na ha maasefonikus midirim boot na kaa nan,0.0988,0.0101
12,"Na Kus asefo ne Seba, Hawila, Sabta, Raama ne Sabteka.",na kusaa sɛfoni sɛ sɛ ɛwɔ a awila sɛbta raman sɛptika,0.1,0.0095
13,Na Raama asefo yɛ Saba ne Dedan.,na wɔrama asefoɔ yɛ soba ne di dan,0.102,0.0096
14,Kus woo Nimrod.,kursu onim rod,0.3333,0.0208
15,Na Nimrod bɛyɛɛ ɔkofo kɛse wɔ asase so.,anim a ɔno bɛyɛ ɔkɔ fofor kɛse wɔ asease no so,0.125,0.0125
16,Na Misraim woo.,namidziren mu woɔ,0.3333,0.0486
17,"Ludfo, Anamfo, Lehabfo, Naftuhfo, Patrusfo, Kasluhfo ne Kaftorfo a wɔn ase na Filistifo fi.",ludefo ananfo rehabfo nnaftifo patrismfo kaasrofo ne kaftɔfoɔ a wɔn asene fiilistifoɔ fii,0.0561,0.0037
18,Na Kanaan woo nʼabakan.,na kɛn a wɔwɔ n abakan,0.3125,0.0166
19,"Sidon ne Het, Yebusifo, Amorifo, Girgasifo, Hewifo, Arkifo, Sinifo, Arwadfo, Semarifo ne Hamatifo tete agya.",si dɔɔne hɛt ne abusufo amorifo gagasifo awufo akifo sinifo awadfo samarifo ne hammadwifoɔ titi agya,0.0533,0.0028
20,Sem Asefo.,sɛm asefoɔ,0.5,0.0312
21,"Na Sem asefo yɛ Elam, Asur, Arfaksad, Lud ne Aram.",na sɛ mmasafoɔ yɛ ɛlam asɔr afaaksad load ne ara,0.07,0.008
22,"Aram asefo ne Us, Hul, Geter ne Mas.",awurama sofini news hool gutter ne mask,0.1094,0.0178
23,Na Arfaksad woo Sela na Sela woo Eber.,na fax adwurɔ sɛ la na sɛla wɔ ɛba,0.1094,0.0156
24,Eber woo mmabarima baanu.,mmaabawomabarimabarimabarimaa,0.25,0.0385
25,"Wɔtoo ɔbaako din Peleg a ase kyerɛ Nkyekyɛmu, efisɛ nʼawobere mu na kasa ahorow nti, nnipa a wɔwɔ asase so mu kyekyɛe ma wɔhwetee.",wɔtoɔ baako di mpa legase kyerɛ kyekyɛ mu mfeesɛɛ na wo biara mu na kasa ahoroɔ nti nnipa wɔasa so wɔ kyekyɛ ma wɔhwɛteɛ,0.033,0.0022
26,Na wɔtoo ne nua a ɔka ne ho no din Yoktan.,na wɔto n ani a wɔka ne ho ne din yɛkatan,0.0496,0.0073
27,"Yoktan woo Almodada, Selef, Hasarmawet, Yera, Hadoram, Usal, Dikla, Obal, Abimael, Seba, Ofir, Hawila ne Yobab.",yɔkota no wɔ wɔ amɔdada sɛlefo asɛm awɔte yere adoram usa dikla ɔbaa abimel sɛba ɔfra awurano yɛbɔb,0.0703,0.0041
28,Eyinom nyinaa yɛ Yoktan asefo.,awurunu me a yɛyɛwɔ kuta n asefoɔ,0.28,0.024
29,"Ɛno nti, eyi ne anato a efi Sem: Arfaksad, Selah, Eber, Peleg, Reu, Serug, Nahor, Tera, ne Abram a akyiri no, wɔfrɛɛ no Abraham no.",aniti yɛn ani anatoɔ afisam afaaksad saela reba pɛlit rew soro na hɔ saa ara ne abrahman akyire no wɔfrɛ no abraham no,0.032,0.0037
30,Abraham Asefo.,"Απ'ρα, αμασύφωνα",0.5,0.0903
31,Abraham mmabarima yɛ Isak ne Ismael.,abrahammabarima yɛ saa keneɛ nisimɛ,0.1389,0.0111
32,Na Ismael mmabarima nso ne.,nees ma mebɛbɛmansɛm ne,0.16,0.0227
33,"Nebaiot a ɔyɛ nʼabakan, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis ne Kedema.",nebareɛt ɔreyɛ n abakan kɛda ade biree mismam mismadwuma mmasa ha dɛt tema yɛtɔɔ na ɔfiri ne kɛdeɛ ma,0.0664,0.0047
34,Eyinom ne Ismael mmabarima.,yɛn nwunu ne nyiisua ma barima,0.3125,0.0265
35,"Na Abraham mpena Ketura mmabarima ne Simran, Yoksan, Medan, Midian, Yisbak ne Sua.",nnabrɛ mpana ketewira ma barima ne simuran yɛwɔksan meedan meedian yesu baak nisoɔ,0.071,0.0054
36,Na Yoksan asefo yɛ Seba ne Dedan.,mayewsan asefoɔ yɛ sereba ne bi dan,0.1224,0.0118
37,"Midian woo Efa, Efer, Henok, Abida ne Eldaa.",medeawa wɔ ɛfa ɛfrɛ nnɔk abidaneɛ ɛlda,0.125,0.0138
38,Eyinom nyinaa yɛ Ketura asefo.,awinom nyinaa yɛ ketewrasefoɔ,0.12,0.0096
39,Isak Asefo.,της Ακάσεφος,0.5,0.1358
40,Abraham woo Isak.,abrahammewu sak,0.3333,0.0204
41,Isak mmabarima yɛ Esau ne Israel.,nsakamabarima yɛ asɔɔ ne Israel,0.0833,0.0069
42,Esau Asefo.,Just awesome for,0.75,0.0988
43,"Na Esau mmabarima yɛ Elifas, Reuel, Yeus, Yalam ne Kora.",na ɛsɛ wɔbɛrima yɛ alifas rew news yaremm ne cola,0.07,0.0097
44,"Na Elifas mmabarima yɛ Teman, Omar, Sefi, Gatam, Kenas, Timna ne Amalek.",nnipa somabarima yɛ tea man ɔrema selfie gutter mu kennas temena ne amarek,0.0833,0.0069
