sample_id,reference,hypothesis,wer,cer
0,MMA MMA KWAN MA BIRIBIARA NNSƐƐ W’ENYIGYE,mamakwan ma bibiara nsɛ wonyi gye,1.0,0.2059
1,Enuanom Beenu Abɛka Akwankyerɛ Kuw No Mufo Ho,enuanom bei no a bɛka kɔnkyerɛ ku no mufo ho,0.75,0.1579
2,Mpaabɔ na n’Asɛm Bible no,mpa abɔ na no asɛn bible no,0.8,0.1
3,Gyinae A Afofor Si Wɔ Nsa Ho,dzaodzi hoyi yɛ nsɛm kɛkr a ɔka ho gyinai afofor si wɔn nsa ho,1.2857,1.3182
4,Yɛbɔhwɛ mbrɛ Job nwoma no besi aboa hɛn ma yeehu mbrɛ yebesi dze afotu a ɔbɔboa nkorɔfo ama hɔn.,yɛbɔhweɛ mberɛ dwok muma no besiabo hɛ mayehumberɛ yebesise afoto a ɔbɔboa nkurɔfama ho,0.8421,0.2468
5,Yebesi dɛn aboa nkɔkora na mberwa?,yebesin naabɔn kokora na mmerewa,0.8333,0.2857
6,"Ɔto Ma Ɔyɛ Dzen A, Nya Ahotodo Dɛ Jehovah Bɔboa Wo",ɔtom ɔyɛ dzen a nyahotɔdo dɛ jehovah bɔboa wo,0.3636,0.0769
7,Fa Dza No Ho Hia Wo Paa A Epɛ Dɛ Isua No Dzi Kan,fadza no hu hia wɔ pa a epɛde esua no dzikano,0.7143,0.1714
8,EBƐNADZE NA OBOTUM ABOA HƐN MA YAAGYE ATO MU DƐ JEHOVAH DZE HƐN BƆN AKYƐ HƐN?,eba nadze no botuma ɔbɔ no ma yɛ agye atom dɛ jehovah dze hɛmbɔn aksɛhɛn,0.8125,0.1967
9,DZA YEBOSUA,dzaa yɛbɔ sua adzehian ebɔboɔ ha ma yɛ susumbrɛ yɛnho do a yɛehyira a ma jehova no kyerɛ afei so ɔbɔbɔn hɔn a wonom a hɔnkyɛrw n tsitsil ma wɔakɔdo edzi jehova no kwar,17.0,12.4
10,si dɔ nyimpa?,yebesina sinsuambe abɔfo no esi dɔ nyipa a,2.3333,2.7
11,Midzii mfe esuon no nna misii gyinae dɛ mibetsie Jehovah aber biara,dɛ wɔakyere wɔ mfonyi no ho kenkan dɛ medze mfie sɔn no na mesi gyinae dɛ mebete jehovah abibiara,1.3333,0.7679
12,MENYE ME YER DZE HƐNHO TOO JEHOVAH DO,mehima yɛredze yɛ aho to jehovah do,0.75,0.3
13,WƆTO NSA FRƐ AFOFOR BA NKAADZI NO ASE,wɔto nsafr afofor bankaadzen ase,0.625,0.1
14,Sua Dɛ Ebɛkyer Asafo Ndwom Egu Wo Tsirmu,sua dɛe bɛkyere asafo ndwom egu wotsirm,0.5,0.0606
15,JEHOVAH MA YENYA ‘ƆPƐ NYE AHOƆDZEN A YƐDZE YƐ N’APƐDZE’,njehovah ma yenya ɔpɛ hyɛ ahoɔdze n a yɛdze yɛ nnaapɛdze,0.5,0.1163
16,Ebɛnadze ntsi na ndaansa yi yɛreka dɛ Jehovah ne dzin a no ho bɛtsew no nye asɛnhia a ɔda hɔ? Hom mma yɛnhwɛ siantsir ebiasa bi ntsi a yɛreka dɛm.,abɛ naadzenti na ndansɛn yaroka dɛ jehovah nni dzina no ho bɛtsew no nyɛ asɛnhɛ ɔda hɔ homa yɛnhwe sentseebaasɛ bi nta a yɛroka dɛm,0.6,0.2348
17,The Wonders of Creation Reveal God’s Glory video no,the one tet of creation revieal god glory videowen,0.6667,0.2381
18,"WƆTOO NSA FRƐƐ HƐN DƐ YƐNKƆ ESTONIA, LATVIA, NA LITHUANIA A NNA YƐNNHWƐ KWAN",wɔto nsa frɛhɛn dɛ yɛnkɔ estonia ladvia na lutienia a na yɛnhwɛkwano,0.5714,0.1639
19,Ka Nokwar No Ho Asɛm Ma Ɔnyɛ Dɛw,kanokor no ho asamɔ nyɛ dɛw,0.625,0.2
20,Hom Mma Yɛnhyehyɛ Hɛnho Nkuran Aber A Yɛakɔ Asafo Nhyiamu No,ho mamma yɛnhye hyɛ hɛɛ ho nkura no aber a yɛ akɔ asafo nhyiami no,1.0,0.08
21,Yɛbɔhwɛ akwan anan a yebotum afa do esuasua Jehovah na yɛabrɛ hɛnho adze.,yɛbɔhwɛ akwan ana n a yebotom afa do yesu nsua jehova na yɛaberɛ hɛ no ho adze,0.7692,0.1
22,MBRƐ JOB N’ANYƐNKOFO BAASA NO SII TUU NO FO,mbra job na nyakofo baasa n sɛ itu no fo,0.6667,0.1765
23,EBƐNADZE NTSI NA NO HO HIA PAA DƐ YENYA ABOTAR?,ebɛ nadze ntsi na no hohia paade ye nyiabotɛr,0.8,0.0811
24,KƆ DO ARA GYE TO MU WƆ W’AKOMA MU DƐ JEHOVAH DZE WO BƆN AKYƐ WO,kɔdɔa gyetum wɔ wɔako mu mu dɛ jyehovah dze wobɔn akyɛw,0.75,0.1915
25,TSIE ‘ETUMFO A WƆKRƆN NO’,te yɛ tumfa wɔ kraano,1.0,0.3684
26,"Zebulun, Issachar, na Dan",zeblon isaka na dan,0.5,0.3
27,e Hwɛ video a wɔato dzin Hɔn A Wɔroko Gyedzi Ko No Yie—Christianfo Esigyafo . Ɔwɔ jw.org do.,asɛ wɔasam no kenkan dɛ hwɛ videa ɔwɔ atodzin hɔn a wɔr ko gyedze kon ye kristianfo esigyafo ɔwɔ jwtog do asɛ wɔasɛm no esi,1.1765,0.5915
28,MA JEHOVAH KWAN MA ƆNTSETSE WO,ma jehovah kɔn mɔɔntzsɩtsɩʋ,0.6667,0.32
29,GYE TO MU DƐ ASƐM NO AYƐ WO YAW,gye tum dɛ asɛm na a yɛwoyɛ w yehu wɔn mfonyin no mu dɛ akyerɛ baabia no roraho rohwɛnto kram,1.7778,2.3913
30,Ebɛnadze na ɔma yehu dɛ Jehovah ne dzin no ho hia Jesus n’ekyirdzifo?,ebɛn adze na ɔma yehu dɛ jehovah nnidzin no hu hia gisɛs n' ekyindzefo,0.6154,0.1455
31,NIGERIA​—YESUAA AMAMBRA FOFOR,nageria  yesua a mamberɛfofo,1.3333,0.2
32,"Sɛ hɔn a wɔrobɔwar no amma hɔn ayefor no annyɛ kuntann a, ebɛn mfaso na wobenya?",sɛ hɔn a wɔbɔwar na ama hɔn ayɛfo n a nyakuntyan a ebɛ no mfaso na wobenya,0.5625,0.1905
33,EBƐNADZE NA ASAFO MU MPANYIMFO BOTUM AYƐ DZE AKYERƐ DƐ WOBU ENUANOM MBAA?,ebɛ na adze na asafo mu mpanyifo botuma yɛ dza akyerɛ dɛ wɔbuanuano mɔmbaa,0.7692,0.1
34,SUA NDZƐMBA AFOFOR A OBOTUM ABOA WO WƆ ASETSENA MU,suandzɛmm afofor obotum aboa wɔwɔ asetsenem,0.7,0.1463
35,"Ɔwɔ mu dɛ irunntum nnkyerɛ wo kun dza ɔnnyɛ dze, naaso ibotum ayɛ ndzɛmba ahorow bi dze atsew w’adwendwen do na w’asomu so adwe wo. Susu nsɛm a odzidzi do yi ho.",owom da ari ntom nkyerɛ wokondza ɔnyɛ dze na asoibotum a yɛ nzɛmb ahorow bi dze atseww' adwendwen do na wɔasom so adwew susu nsɛm a ozedze doyi ho,0.6875,0.152
36,YEBOTUM ESUA NYANKOPƆN HO ADZE PII EFI NDZƐMBA A ƆABƆ MU,yebotum esa nyankopɔn ho adze pii efindzɛm bɛ a wɔabɔ m,0.4545,0.087
37,Mma Wo Werɛ Mmfir Dɛ Ebɔbɔ Mpaa Ama Afofor,mma owie mfiri dɛ ebɔbɔmpaa ma afofor,0.6667,0.2059
38,JEHOVAH MA HƐN AWERƐHYƐMU DƐ DZA ƆAKA NO BƐBA MU,jehovah mehɛn awerehyiem dɛ ɛdzaa wɔ aka no bɛbamu,0.8,0.2051
39,Ibesi dɛn esuasua Timothy na aakyerɛ dɛ edwen afofor ho?,ibesido no esunsua timote no akyerɛ dɛ edwenaa fofora ho,0.8,0.1957
40,NYANSAHYƐ A OBOTUM ABOA WO MA EESUA ADZE,yansɛ hyɛ a wobotom abowɔ ma esunyadze,0.875,0.2727
41,"Sɛ Jehovah bɔboa hɛn a, ebɛnadze na ɔsɛ dɛ yɛyɛ?",sɛ jehovah wɔbɔboahɛn a ebɛna adzena ɔsɛ dɛyɛyɛ,0.6,0.0811
42,"Ɔdɔ a Jehovah wɔ ma wo no, ebɛka ho asɛm dɛn?",ɔdo a jehovah wɔ ma wɔ no ebɛka hɔ asam dɛn,0.3636,0.1212
43,UNITED STATES​—WODZI YIE NA WƆWƆ GYEDZI,yuna de state wodi yi na wo wogidi,1.1667,0.375
44,MA BIBLE MU AFOTUSƐM MBOA WO,ma bible m afotusammboaw,0.6667,0.1304
45,Ebɛn aber na asɛnka edwuma a yɛreyɛ no bɛba ewiei?,eban aber na asɛnka edwum a yɛryɛ no bɛbɛewie yi,0.5,0.125
46,Ebɛnadze na ibotum ayɛ ama hɔn a wɔaba asafo nhyiamu fofor no hɔn ahom aka hɔnho?,ebenadze na ebotum ayɛ ama han a wɔabaasafo nuhyemfofor no hɔn ahɔm aka hɔno ho,0.625,0.1385
47,"Sɛ yehu dɛ yehia mboa ama yɛnye Jehovah ntamu ayɛ papa a, ɔsɛ dɛ yɛkɔ asafo mu mpanyimfo no nkyɛn ma wɔboa hɛn.",sɛ yehu dɛ yehiamboa ɔma yenyi jehovah ntim a yɛpapaa ɔsɛ dɛ yɛkw asɛfo mu mpenyimfo no nkyɛn ma wɔboa hɛn,0.4783,0.092
48,EBƐNADZE NA AFOFOR BOTUM AYƐ DZE ABOA CHRISTIANFO A WƆNNWAREE?,ebɛ naadze na afoforbotum ayɛ dze aboa kristiam fo wɔnhoareyi,0.7,0.1731
49,Ebɛnadze na yebotum esua efi mbrɛ Jesus dze Nyankopɔn n’abɔdze dzii dwuma wɔ ne nkyerɛkyerɛ mu no mu?,ebɛ naadze na yɛbotum esua fii mberɛ gyisɛs dze nya nkɔkwannaabɔdzedzi dwuma wɔ ne nkye ekyerɛ mu no mu,0.6111,0.2073
50,"Ibohu dza odzidzi do yi wɔ jw.org, na ibotum enya do mfaso kɛse",yibohu dza ozizidu yi wɔ j org na ebotum yado mfa so kɛ se,0.8462,0.1633
51,Fa Abɔdze Kyerɛkyerɛ Wo Mba Jehovah Ho Adze,fa abɔdze kyɛ kyerɛ womba jehovah ho adze,0.375,0.0556
52,Yebesi dɛn akyerɛ dɛ yebu hɛn nuanom Christianfo?,yɛbesi da n akyɛ dɛ yɛbohi anuanom kristianfo,1.0,0.2439
53,EBƐN KWAN DO NA DZA ODZIDZI DO YI BOTUM ABOA WO MA EENUMA?,ebɛn kwando na dzaa odzidzido yi botom aboɔ m enum a,0.7692,0.1556
54,NYANSAHYƐ A OBOTUM ABOA WO MA EESUA ADZE,osan dɛ dɛm nkurɔfo yi mpɛ dɛ obia aboɔ hɔn ma wɔtse beble no ase dɛmi nti ɔnsɛ dɛ ɔbane dɛ epɛ dɛ nkurɔfo ho dɛ nnyimaadzaa nti naesuadze afei so,3.75,2.8485
55,"Soa Dza Ohia Dɛ Esoa No, Na Tow Dza Wɔaka No Gu",suɛdza ohia dɛ aseɛ no na toodzaa wɔakano gu,0.5833,0.2
56,"Ɔsɛ dɛ hom tse mbrɛ ponografi hwɛ botum aka obi hɔ no ase, na hom hu ndzɛmba a sɛ obi yɛ a ɔbɔboa no ma oeegyaa hwɛ.",ɔsɛdɛ a hɔm tsembrɛ pɔnograf hwɛ botum akaw bi hɔ n' ase na hom hu ndzam baasɛ bi yɛ a ɔbɔboa no ma woigye ahwɛ,0.5556,0.1364
57,KENKAN BIBLE NO WƆ KWAN BI DO A ƆBƐMA ATSE ASE,kenkan bible no wɔ kwan bi du a,0.3636,0.3611
58,Dza Mobɔ Ho Mpaa No Kyerɛ Dɛ Mubu Jehovah Anaa?,dza odze wuryɛ nsɛm kakraɔ ka ho dzɛ mobɔho mpa no twe de mu bu jehovah anaa,1.2,0.8649
59,ebɛnadze ntsi na yɛgye dzi dɛ Jehovah n’asomfo bɔkɔ do asom no nokwar mu?,eba no adzentsi na yɛgye dzi dɛ nyankopɔn no asomfo bɔkɔ d asom no no kwarimu,0.6429,0.2241
60,Ebɛnadze ntsi na ɔyɛ a binom pɛ dɛ wotu hɔn enuma hyɛ da?,ebɛna adzentse na ɔyɛ binompɛ dɛ wotu hu n' enum ahyɛ daa,0.7692,0.1136
61,ABER A ƆYƐ DZEN MA MPANYIMFO DƐ WƆBƐYƐ EDWUMA A ƆHYƐ HƆN NSA NO,aper a ɔyɛ dzen ma mpanyifo dɛ wɔbɛyɛ dwum a ɔhyɛ hɔnsano,0.4286,0.1
62,Yebesi dɛn esuasua ɔsomafo Peter na yeesua Nyankopɔn n’Asɛm no yie?,yebeside no esu nsi ɔsomafo pita na yesusi nyankopɔn no asɛm no yei,0.8182,0.2545
63,"Ahohiahia kɛse no mu no, . . . nyimpa binom a wobohu nsɛm a obesisi no bɛba abɔsom Jehovah anaa?",dzaa odze hɔ yiyɛ asama a wɔ afa aka ahohiahi ɛkɛse no mu no nyimpa bi nom a wobɔhu nsɛm a obesisi no bɛbɛabɔsom jehova anaa,1.0,0.4444
64,SIANTSIR A YEESI GYINAE DƐ YƐBƆSOM JEHOVAH,sei ntserɛ yeyisi gyinae dɛ ɛbɔsom jehovah,0.5714,0.1944
65,SIANTSIR A ƆSƐ DƐ YƐMA HƐN ENYI GYE ABER A WƆRETAN HƐN ENYI,sɛ nkyelɛ ɔsɛ dɛ yɛma yenyi gyen aber a wɔreta yenyi,0.6154,0.3191
66,EBƐNADZE NTSI NA ƆSƐ DƐ YƐGYE TO MU DƐ JEHOVAH DZE HƐN BƆN AKYƐ HƐN?,mpɛ naadzentsi na ɔso de yɛgyi tum dɛ jehovah dzihɛmbɔn akyɛ hɛn,0.6667,0.1887
67,Yɛbɔhwɛ mbrɛ yebesi dze enyimnyam a ɔfata Jehovah no ama no.,yɛbɔhwɛ mbrayi bɛse dzɛ nyim nyɛma ɔfatsa jehovah n aman,0.8182,0.2041
68,b MFONYIN NO HO NKYERƐKYERƐMU: Angelena n’asɛm no na woegyina do ayɛ mfonyin yi.,dzaa wɔakye wɔ mfonyina ho kenkan dɛ yebutum dze hɛn kasaahyeɛ jehovah enyimnyam,1.0,0.8125
69,DZA OBOTUM ABOA WO MA W’ENYI AGYE,zɛ obotum aboɔ ma woenyi agye,0.5714,0.2308
70,Hyɛ Jehovah Enyimnyam,hyɛ jehovah enyim nyam,0.6667,0.0
71,NYA HƆN HO ABOTAR NA NYA AWERƐHYƐMU DƐ WOBOTUM ABƆSOM JEHOVAH,nyɛ wɔn ho abotɛr na nyawerehyem dɛ wobotum abɔsom jehova,0.5455,0.1569
72,Esiesie Woho Ama Ɔhaw A Ibehyia Wɔ W’enuma Ekyir No Anaa?,esiese wohu ama haw ebehyia wɔwenum ekyiri no anaa,0.7273,0.1556
73,"TU HO ANAMƆN NDƐ YI ARA, NA ƆBƆBOA WO",tuhua na mɔne ndeya na ɔbɔboaw,0.8889,0.25
74,NYIMPA BI A BIBLE NO KA NO HO ASƐM,nyimpa bi a bible no ka no ho asɛm,0.0,0.0
75,“EGYA NYE ƆBA NYE SUNSUM KRƆNKRƆN DZIN MU”,egya nye ɔba nye sunsumkɔnkurɔ nzine mu,0.375,0.1212
76,"Sɛ awofo nye hɔn mba bɔ mu hwɛ Nyankopɔn n’abɔdze a, ebɛn mfaso na wɔnye hɔn mba no botum enya efi mu?",sa awofo nyehɔnmbabom hwɛ yankopɔ nabodze a ebɛ ne mfa so na wɔnyehɔnmbɛ no botum enyiefim,0.7727,0.1282
77,EBƐNADZE NTSI NA ƆSƐ DƐ YƐGYE BER HWƐ NDZƐMBA A JEHOVAH ABƆ?,ebɛ na adzentsi na ɔsɛ dɛ yɛ gye berehwɛ ndzɛm bɛ a jehovah abɔ,0.6667,0.0625
78,"a Woesiesie adzesua asɛm yi ama enuanom a wonumaa hɔn nnkyɛree no, naaso hɛn nyina botum dze afotusɛm a ɔwɔ mu no abɔ hɛn bra.",aseho asɛm no kenkan dɛ wɔ esi esi adzesuasɛm yɛ ameneɔnom a wonum a hoan nkyɛree no na aso hɛnyina abotum dzɛ fotu sɛm ɔwom no abohɛn beraa ɛsoho asɛm na esi,1.2,0.52
79,Ebɛn kwan do na Christianfo fa ‘asɛndua da biara da’?,ebɛ nkwandu ne kristianfoo fa asɛndu de biara da,0.7,0.1707
80,MEKƐYƐƐ EDWUMA WƆ MBRA DWUMADZIBEA,nekɛyɛe edwuma wɔ mbora dwumadzibia,0.6,0.1333
81,"Edze w’anomu kasa nye w’abrabɔ hyɛ wo nuanom Christianfo nkuran anaa? Dza wo nuanom Christianfo so yɛ dze hyɛ wo nkuran no, ɔyɛ a ihu anaa?",edzi wo enom kasa nyɛwɔabrabɔhyɛ wo nuanom kristianfo nkura n anaa dza wo nuanom kristianfo so yɛdze hyɛ wo nkura no ɔyɛ a nhuana akenkan na esi,0.6538,0.211
82,YEBESI DƐN AKƆ DO EGYINA PINTSINN?,yɛbesi da na ɔkɔdo egyina pintie,0.8333,0.2143
83,‘Dzi Jesus N’ekyir Daa’ Wɔ W’enuma Ekyir,dze gisɛs n' ekyil daa wɔwoenumekyil,1.0,0.2667
84,Ebɛnadze na Jehovah botum ayɛ aboa wo ma ndzɛmba aakɔ yie ama wo?,ebɛ naadze na jehovah obotum ayɛ aboɔw mandzɛm bɛakɔ yiyɛ ama,0.7692,0.1923
85,d MFONYIN NO HO NKYERƐKYERƐMU: Onua bi hyehyɛ ne DPA no na ɔdze hyɛ noho kɔ beebiara.,dza odzi hɔ yeyɛ mfayin a yɛrsusu ho wɔ nkyekyɛm do enom no ho nkyekyirɛmu onua bi hyehyɛ no dpen na ɔdze hyɛ no ho kɔ beebiar a,1.1765,0.6567
86,BOA WO BA MA ONNYA GYEDZI KƐSE WƆ NYANKOPƆN NA BIBLE NO MU,boa wobamo nye gyedzi kɛse wonyankopɔn na bible na mu,0.5385,0.1087
