sample_id,reference,hypothesis,wer,cer
0,"Awia pa auntie. Ayɛ den kakra, sɛ mɛka nokware a. Mete nka sɛ biribiara reboaboa ano wɔ me so ara kwa. Ɛyɛ me wofa.","Good afternoon, auntie. It has been a bit difficult, to be honest. I feel like everything is just fine enough on me. It is my uncle.",1.0417,0.9655
1,"Ampa, mmarima no bi wɔ hɔ a, wɔmmɔ nne mu, ɛreyɛ dũ wɔ wɔn ho so, ɛreyɛ den. Nanso mmaa no deɛ, wɔmmɔ ayɛ dinn ase sɛ yɛde mmra ahyɛ wɔn so. Me maame ɛtaa ka sɛ me nua baa no deɛ ne ho dwo, ɔtena fie, ɔboa aduane yɛ, ɔnkasa entia mpanimfoɔ.",A mpa . Mmaama no bi wɔ hɔ a wɔn mu yɛ du na wɔn ho yɛ den. Mmaa no deɛ ayɛ din asɛ yɛde mbra ahyɛ wɔn so. Mmaame taakasa ɔtena fie ɔboedua no yɛ.,0.6415,0.435
2,"Mmerɛ bi ah menante afa me sukuu dan na mefa mesukuu dwumadeɛ ɛma no, ɔka nnoɔma fa me nnipadua ho. Na ɔka nnoɔma ah ɛmma meho ntɔ me. Teseɛ senea me yɛ obaa ntemtemso. N menfa madwen ɛmba ne so ɛkyɛn me sukuu nkrata.",Mme. Mme.,1.0,0.9645
3,"Nanso ɔseree na ɔse aduane noa yɛ mmaa adwuma. Na me sɛe mmerɛ wɔ agyaade a, yennhu me sɛ meyɛ abranteɛ a mewɔ ahoɔden anaa tumi wɔ mpɔtam ha. Menim sɛ ɛnyɛ nokorɛ. Hwɛ ahenfo akukudam a ɛwɔ Nkran anaa mmaranteɛ a wɔnoa aduane ɛtɔn.","As a result, the teacher and teacher said, Aduane noaa was my mother. If I had been a member of the police, I would have been a member of the police. I was a member of the police. I was a member of the police. I was a member of the police. I was a member of the police. I was a member of the police. I was a member of the police.",1.5111,1.0273
4,"Yɛbɛtumi akasa afa sɛnea yɛbɛsi aka daabi? Ɛtɔ da a ɛyɛ a na ɛyɛ den esiane sɛ mmarima no, ɛyɛ a na wɔmpenee. Ɛyɛ me dɛ sɛ ɛnyɛ me pɛ na meredwene saa nneɛma yi ho. Na wɔtwe a ɛreba yi mɛsan aba bio.","I am a grasshopper, and I am a grasshopper. I am a grasshopper. I am a grasshopper. I am a grasshopper. I am a grasshopper. I am a grasshopper. I am a grasshopper. I am a grasshopper.",0.9318,0.8278
5,"Me ho ato me asiane sɛ yɛredi adeɛ yi ho nkɔmmɔ. Dɛn na ɛwɔ sɛ meka sɛ obi pɛ sɛ ɔhyɛ me so ma meyɛ adeɛ a mempɛ sɛ meyɛ? Sɛ mpo wanyin sene me a. Ɛyɛ a na nkurɔfo kasa sɛ obi ka sɛ daabi a, ɛmpa nkyerɛ sɛ daabi. Medaase, wɔfa. Yebetumi ahyia bio ɛbɛnada?",Mehoatombe a pu s'essayer de l'adaptation du neuf du combat. Il s'est donné de s'enfonter si l'on s'enfonce de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de l'air de,3.8421,3.1728
6,"Wɔte nka sɛ wayɛ ankonam na osuro sɛ wɔbɛba sukuu mpo. Akwan bɛn na wɔbɛfaso ""Aunty""? Daabi a wɔbɛka no, ɛnyɛ mmerew berɛ nyinaa, berɛ a obiara reyɛ adeɛ a ɛnteɛ. Me pɛsɛ me yɛ Ɔkyerɛkyerɛfoɔ dabi, nti mɛ bɔ mmɔden sɛ metwi me ho afiri ɔhaw mu, mɛ bɔ mmɔden sɛ mɛkɔso de madwene asi biribi so.","Wɔte nkasaewa yɛ akonam na wɔso resa wɔbɛba so kumpo akwan bɛyena wɔ bɛfa soante. Daabi a wɔbɛka no, ɛyɛ mberɛ mberɛ nyinaa, berɛ a wɔbeara reyɛ adeɛ a ntiɛ no. mpɛ sɛmɛ yɛ ɔkyerɛkyerɛfoɔ deɛ bi. Mɛbɔmɔden sɛ mɛtwe me ho afiri ɔham. Mɛbɔmɔden sɛ mɛkɔ so de maadwen si biribi so.",0.6034,0.1814
7,"Sɛ wɔantie ntɛm mpo a, na woreyɛ ahokokwaw a wode bɛbɔ wo ho ban no ho adwuma. Ɛno yɛ asetra mu nimdeɛ a wotumi de kɔ baabi foforo. Mansusuw ho saa da.","Even if I did not listen to media, you are practicing the scale of self advocacy. That is a transferrable life scale. I never thought about it like that.",1.0,0.8534
8,"Mendwene ho sɛ kuro no nyinaa bɛsesa anadwo baako mu. Nanso metumi de m'abusua hyɛ aseɛ, Mepɛ sɛ mehunu sɛ wodwene sɛ metumi ayɛ ade kɛseɛ.anaa. Na ɛtɔ mmerɛ bi a, saa ɔhaw yi ayɛ sɛnea ɛso sen nnipa baakofoɔ. ɛna ɛnonte ɛmma no nyɛ ankonam.",Mbemwurifair ekuni mmaa bia sisi hɔn ana adrobaako na nso betumi de mbibu hya hyaase repra hyɛ a mbemwunu sɛ odru nsa ne tumia yɛ ade kɛseana na ato mmaa bi a sra wɔ ha yie ayɛ sɛ so sen nipa baako fo.,0.8913,0.4947
9,"Ɔ susuw sɛ, sɛ mmeawa de wɔn ho dodow a, mpontam hɔ foɔ bɛ hwe ase. Me susuw sɛ wɔgyedi sɛ, ɛsɛsɛ nneɛma yɛ saa efirisɛ na ɛte saa berɛ nyinaa. Wɔde atetesɛm di dwuma sɛkyerɛn de ma nkurɔfo yɛ komm. Yɛde hwɛ a, yɛhwe so na afi ase.","Wosusu sɛ sɛmiawa de wɔn mu dodoa mpon tɛm hɔ bɔ hwɛ ase. Osusu sɛ yɛ akyiri sɛ, ɛsɛ sɛ nneɛma yɛ sɛ, na ɛte sɛ abra ne nam. Wɔde atete sɛn de dwuma sɛ kyɛm. Deɛ ma nkorofo yɛ kum. Dɛde hwɛ a yɛhwɛ sum na ɛfi ase.",0.7143,0.2971
