sample_id,reference,hypothesis,wer,cer
0,"Asɛ Boas ŋɔ, “Korowii tɛɛ hɛɛra.",asâ rut chaåe åô mene ibitolo wrut aa â n lole tenten nô paåiri eyala pera bɔle nnâ asâ boas åô rowii tââ hâra,3.8333,3.0
1,Umee dɛ́ won jemɛ o seo habɔɔ wa ɔ?,womaede wo ngyemɛ ose wo haboɔ w a w,1.0,0.36
2,"Anomanta, n ɡbaɡba laa dɛɛ ɛ a ɡɛ wechɔɡa nɔ.",anamantalano ngbagwalaare e age bucogano,1.0,0.5882
3,"Dɛkalkɛ ba ɛ wechɔɡa dɛ jo n nɛ, dɛ kaa fuh daawiile voɡ Baal ta dɛɛ muɡli n baah.",dikaa kâ ba e bu chɔga da jon nɛ dâ ka fu daa wiile vug bal ta dei ŋugli n baa,0.8947,0.3065
4,Korowiirii bola.,kurowiirii bula,1.0,0.1429
5,Ɔbɛd Edom ne Jehia ɡe ja dɛɛ daah Daka la.,óbẹt í dòm néí gyé hìà gé gyá dẹ́ẹ̀ dã́á da kála,1.2,0.7188
6,"’ Weela la taa lɔ o nɛɛ nɔ, ɡɛɛ doŋa ɡe ɛɛ ba o nɛɛ doe.",weela la taalô onââ nô gâe doŋa ge ââ ba o nââ dwe,0.6667,0.3421
7,"Anee fa ɛ wesɔɔhla saŋ la bwa la, kɛ taraken te, o cheɡɛ o keamere waa baa chwera la ta, dɛ le a bwa ne baŋ.",anee fa â wesôôh la saå labwa la kâ tara kân te o chega o kea mere waa baa chera la ta dâ le a bwa ne ban,0.5385,0.1392
8,Gɛɛ sɔfo la ɛɛ ba ɛɛ dɛ che naate baa laa doŋa dɛɛ kpɔ o nɛɛ la naa ta soŋe o wechɔɡa n sie ń kpɔ kɛo.,gââ sôfola ââ ba ââ dâ che naa te baa laa doåa dââ kpô o nââ la naa ta soåâ o wechôôga nsie nkpô kea,0.7037,0.3067
9,O ɛ bechala dɛɛ ɔmɛ.,o bibaa nomoa baa dâ yerô jâ ta be ŋô pooba kâ biela ta o kere kpôe a ba â kâ ŋô wââ kpoobaa o â becha la dââ ômâ,5.8,4.9333
10,He tɔnɔ haa dɔa laanee kɛŋɔ he soɡa bini aa toɡra Korowii be.,he tônô haa dôa laanee kaåô he soga bini aa togra korowiibi,0.5385,0.1875
11,"Tɔpere waa tɔ sie ta la, hé cheme dɛ́ tom mɛ dɛ́ ɡel he tomare bwa bil.",tɔpere waa tosie tala he che mâ dâ tom mâ dɛ kere he tomareboa be,0.7059,0.2157
12,"Aah dɛ Korowii bwaawee baa ir nɛra nɛ aa, a te taa Yeesu Kristo aa wola won lɛ yaa aa?",aa ndâ korowii bwa wei ba irnâra nâ aa a te taa yeesu kristo aa wola won lâ yaaa,0.5,0.1385
13,"Nɛra baa teŋe ba pena la, Abraham biirii ba ɡe.",nara baa tânye ba pena la abraham biirii bag,0.4,0.1667
14,"Sɔfo la berɛ ba nyiŋu, dɛ o na ŋwɛr kpelaa, ó ŋɔ o be ŋɔ o kah doŋa.",sɔfola bere nyiŋu dɛ o na ŋwɛre kpelaa o ŋɔ o be ŋɔ o kan doŋ,0.4444,0.1458
15,Gɛɛ wɛɛ ba ɛɛ dɛ́ laa doŋa bɛlbwa kpɔ dem la ta ó berɛ do wer.,gââwââ ba ââ dâ la a doåa ber bwa kpô den la ta o bera do wel,0.875,0.3333
16,"N ta ban doe ŋɔ ba ɛ ɡɛ, a toole n liire ta kwaraa.",n tà ba n dui åô ba ɛgɛ à toole n lire ta kwaraa,0.6429,0.2222
17,"Kɛ Bɛnjamen dea tena la ta ba bala Israel tena waa la mun noɛ, dɛ ɡe le ba bwɛɛre ta ba cheme Gebea dɛ vɔrɔwe kɛ bá yo Israel tena.",kâ bânjamân dea tena la ta ba bala iserael tena la waa mun nôâ dâ ge le ba bwâre ta dâ ba cheme gibia dâ vôrôwe kâ ba yo israel tena,0.5,0.22
18,"Dɛ o berɔ ba na kɛŋɔ o ɛ wechɔɡa aa, a chɛ kɛ o lawɛ bombal waa wola kirihiah bɛlbwa dii ba ɛ saraha.",dâ o bera bana kâå o âwe chôôga a a châ kâå o lawâ bonbaa waa wola kirihiah bebua di ba âsara ha,0.6667,0.2632
19,"Kɛ dɛ o bwa chɔɡɔ kwaraa, o ta wobɛlbwa ɛɛ doe.",kɛ dɛ o ba csɔgɔ kwara o ta wu baba ɛɛ doe,0.4545,0.2286
20,"Ate, Mosis ne Arɔn jo Korowii Dea Cheremibɔr la bini.",ati mosis ne aaran jo korowii dia cheremi bɔ la bini,0.5,0.119
21,"Jeremia, bɛ nɛra nɔ naa ta che soŋe le n be tɛɛ ba, dɛkalkɛ ba wio yer mɛ ba sibeɡre wee ta naa, maa ba bee no.",yeremia be nâra nô naa ta che soåi le n be tââ ba dâkalkâ ba wio yeremɛ ba sibigra wii ta naa maa ba bee nô,0.4444,0.2099
22,"Too, baa baɡla Korowii Tɔn bini ŋɔ, “Abraham yarada taa a che asɛ o waa su Korowii siwi” nɔ, a ɡɛ waa nɔ chiɡo mɔɔ Korowii ɡel Abraham teŋe o pen kɛɛ o teŋo mɔɔ nɔ?",too baa bagla korowii tômbini åô abraham yarra taa a che asâ o waa su korowii siwii nô a gâ waa nô chigô môô korowii gel abaraham teåe o peå kâ o teåô môô nô,0.5556,0.2276
23,"Nɛn waa dɔ ɡɛ weebuula nɔ la chɛ kɛŋɔ wɛ́ɛ do laalajɛɡle, dɛ bɛ o nyumpona lee dɛ́ kpɔ kon tɔ o nyoa ásɛ dɛɛ dooɡe lɔŋɔre ŋɔ, ‘N kah doŋa!",naŋ waa dô gâwii buula nô la chɛ kɛåô wââ do laa la jegele dâ bâ o nyumpon la lee dâ kpô kon tô o nyoan asɛ dɛɛ dooge lôŋôre ŋô n kah doŋa,0.7097,0.2647
24,"Kɛ he jemɔ kɛŋɔ dɛ he kpɔ he te do nomɛl nɔn ta ŋɔ on dɔ heya aa, dɛ on dɔ heyaa kenɛ?",ken wijimo keno de hipo hiti dunumel non ta no undo fiya nde undo hiyakin,0.9565,0.5484
