sample_id,reference,hypothesis,wer,cer
0,1 BERESOSƐM 1.,resosɔm hɔ ma edikan resosɔm hɔ ma edikan,0.8889,0.2231
1,Efi Adam So Kosi Noa Mma So.,fee adamsoko si no wɔ maso,0.1429,0.0113
2,"Adam asefo yɛ Set, Enos.",adam asofoɔ yɛ sɛt nnɔso,0.12,0.0185
3,"Kenan, Mahalalel, Yared.",keenan mahal arore yare,0.4444,0.0166
4,"Henok, Metusela, Lamek.",henok metu sɛla lammɛk,0.3333,0.0093
5,"Noa mma ne, Sem, Ham, ne Yafet.",no wɔ mani sam ham ne yɛafee,0.102,0.0136
6,Yafet Asefo.,yɛfa dasefo,0.5,0.03
7,"Na Yafet asefo ne Gomer, Magog, Media, Yawan, Tubal, Mesek ne Tiras.",mayafrɛt asefoɔ no gɔɔ mu a ma gɔg media yaa wɔn tube a mɛsɛk ne teras,0.0972,0.0065
8,"Na Gomer asefo ne Askenas, Rifat ne Togarma.",nagoma asofoɔ no asuka nasi reflɛt ne tɔr gama,0.125,0.0114
9,"Na Yawan asefo ne Elisa, Tarsis, Kitim ne Rodanim.",nagya wɔase phone elisa taasis kitam ne roda nim,0.0988,0.0046
10,Ham Asefo.,ahamasifoɔ,0.5,0.0469
11,"Na Ham asefo ne Kus, Misraim, Put ne Kanaan.",nahama asɛfon kɔus muzeem put na kreinan,0.0988,0.0129
12,"Na Kus asefo ne Seba, Hawila, Sabta, Raama ne Sabteka.",naku saa sefoni sɛreba hawwiller saptar raman saptika,0.1,0.0077
13,Na Raama asefo yɛ Saba ne Dedan.,nawrama asefoɔ yɛ soba ne di dan,0.1224,0.008
14,Kus woo Nimrod.,kosu anim rɔd,0.3333,0.0347
15,Na Nimrod bɛyɛɛ ɔkofo kɛse wɔ asase so.,animaa no bɛyɛ ɔkɔ foɔ kɛse wɔ asease no so,0.1094,0.0114
16,Na Misraim woo.,namidzire mu wɔ,0.3333,0.0556
17,"Ludfo, Anamfo, Lehabfo, Naftuhfo, Patrusfo, Kasluhfo ne Kaftorfo a wɔn ase na Filistifo fi.",bloodfo ananfo lɛhabfo naftifo patrisfo castlefo ne kaftɔfo a wɔn asene firi stifufi,0.0561,0.0033
18,Na Kanaan woo nʼabakan.,nakuw na wɔn abaka,0.25,0.0222
19,"Sidon ne Het, Yebusifo, Amorifo, Girgasifo, Hewifo, Arkifo, Sinifo, Arwadfo, Semarifo ne Hamatifo tete agya.",si dɔɔne hɛt nebusifo amorofo gagasifo awifo akifo sinifo awadfo samarifo ne hammar twifo tete agya,0.0533,0.0021
20,Sem Asefo.,sem asefoɔ,0.25,0.0156
21,"Na Sem asefo yɛ Elam, Asur, Arfaksad, Lud ne Aram.",n asɛm asɛfo yɛ ɛlam asɔ afaksa load ne ara,0.08,0.0073
22,"Aram asefo ne Us, Hul, Geter ne Mas.",ɔwɔram asefunu yus hur gutter ne mask,0.1094,0.0148
23,Na Arfaksad woo Sela na Sela woo Eber.,nafasad wɔ sɛlla na sɛlla wɔ ɛba,0.1094,0.0156
24,Eber woo mmabarima baanu.,baawa ma barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima barima bar,13.9375,2.9841
25,"Wɔtoo ɔbaako din Peleg a ase kyerɛ Nkyekyɛmu, efisɛ nʼawobere mu na kasa ahorow nti, nnipa a wɔwɔ asase so mu kyekyɛe ma wɔhwetee.",wɔtow a baako di npolag ase kyerɛ kyekyɛ mu mfisɛɛ naa wɔbi mu n akasa ahorow nti nnipa wɔasa so so mu kyekyɛ ma ɔhwɛ te,0.0312,0.0019
26,Na wɔtoo ne nua a ɔka ne ho no din Yoktan.,na wɔto nani a ɔka ne ho ne di mu yɔkuta,0.0579,0.0104
