sample_id,reference,hypothesis,wer,cer
0,“Maanib bi ke ipiih i aapihkpaal cha i wɔŋ ŋijoo ponn ni na la.,maa ni bi kɛ ipi i apikpa cha iwɔŋ ni jɔponi nala,0.7857,0.2708
1,Li cha aate ni aana aah nan chaa ŋiwaa aabɔnabr bi chee na.,li cha atani ana anan cha niwa abɔna biche na,0.7692,0.2609
2,"Isakar ŋichur piiŋmu ni ŋinaa, ni ikui inaa.",isaka ŋi chor pii ŋmuniŋɛ na ni ikoyi na,1.0,0.2
3,Binib ngem mu bi ke njikaabim mu lir ikokon ponn ni na la.,binin fob buba mun nan ni mdi bim mɔn lu ikuŋkun aapool nin le,1.0769,0.6222
4,Kina pu le Ahab kuun Israel aanib mɔmɔk ni liwaal Baal aawaadam ke bi keln tɔb Kamel Aajool paab.,kina pu le aahaab kuun isral animɔmɔ ni liwaa baan awaadam ke bi kel ntɔb kamel aajor paa,0.5789,0.1538
5,"Ni lik ke kitiŋ ngbaan bi kinye, ki lik ke binib biŋa bi ki ponn ni, ki lik ke bi kpa mpɔɔn kinye.",ni likke kitingbaan bi kinyi ki lik ke binib bi ŋa bi ki po ni ki lik ke bikpampɔɔn kinyi,0.5217,0.0685
6,"Le ni saa tikur tiwae yoonn, le u ki buen kinyaŋ ni ki ti mui bijab bibaa si nima, kaa kpa lituln libaa.",le ni nan fo ti kuti wee ayo le u jon ki nyaŋi ki ta mi bi jab biba sini yaan kaa jɔɔ toon liba,0.8696,0.3671
7,"Tisufar ngbaan aabil le ye liwaatiir, ŋibil mɔmɔk filk jer lima la.",ta ŋab timɔrmɔna le u len ke aai ni jia na ni ye ni ŋab timɔɔr mɔn ke ni ba ke i di i ba mu le,2.0833,0.8704
8,"Cha binib bi kpokl m pu na aalan ŋmal, aan bi fenn bipuwɔb.",cha bini bin kpool npu na aa lan ŋmar an bi fen bi puɔ,0.9231,0.2
9,"Aaronn ni uyaabitiib mɔmɔk ga li joo nkaal ngbaan kina, le ki cha n‑yoonn mu kaa kpa ndoon na.",eeron ni uyaa bitii mɔmɔ ga lin joo ŋkaalngbaan kina le ki cha nyon mu kaa kpa ndoon na,0.4211,0.1233
10,"“Libiln ni kan, ni dan ki nan doon min, nimi Israel yaab Aadindaan Uwumbɔr, u ni dii u na, nfum mutaa.",li bil ni ka nídaŋ kinandoon mi ní mi israel yaab aadindaan uwumbɔr uun ní dii u na mfu mitaa,0.619,0.1579
11,"Bi dak ke ni ga duun la, ni yaa kaa ye kina kan, u ga kpo.",bi nan tu ke ni yinduun le naa ye maŋ ke u yi,0.75,0.6
12,"Moses yaa ti koo li ponn ni kan, le ntaalangbam dan nan sil Libool ngbaan aabisamɔb, le Uwumbɔr len Moses chee tibɔr ntaalangbam ngbaan ponn ni.",mosis yaa ti kooli puni ka len taalangbanbdanan si li boolngban aabisammɔb le uumbɔl le mosis che tibɔntaalangbanngbaan puni,0.8846,0.181
