sample_id,reference,hypothesis,wer,cer
0,"Awia pa auntie. Ayɛ den kakra, sɛ mɛka nokware a. Mete nka sɛ biribiara reboaboa ano wɔ me so ara kwa. Ɛyɛ me wofa.",I feel like everyone is just piling on me. It is my uncle.,0.9583,0.8391
1,"Ampa, mmarima no bi wɔ hɔ a, wɔmmɔ nne mu, ɛreyɛ dũ wɔ wɔn ho so, ɛreyɛ den. Nanso mmaa no deɛ, wɔmmɔ ayɛ dinn ase sɛ yɛde mmra ahyɛ wɔn so. Me maame ɛtaa ka sɛ me nua baa no deɛ ne ho dwo, ɔtena fie, ɔboa aduane yɛ, ɔnkasa entia mpanimfoɔ.","Amoho nsu yɛden, ansu emanade amayeden, asede emra asomosu. Bɛmamɛ etaka se minia ba no jeno honjo, ot sine fi obo we jano ye, onka sente jampen yefo.",0.9811,0.5819
2,"Mmerɛ bi ah menante afa me sukuu dan na mefa mesukuu dwumadeɛ ɛma no, ɔka nnoɔma fa me nnipadua ho. Na ɔka nnoɔma ah ɛmma meho ntɔ me. Teseɛ senea me yɛ obaa ntemtemso. N menfa madwen ɛmba ne so ɛkyɛn me sukuu nkrata.","The user wants me to transcribe the audio and translate it into Asante Twi. **Audio transcription:** ""The government has announced a new policy on education, aiming to improve access and quality for all students. The policy includes free primary education, increased funding for schools, and a focus on vocational training. Education officials say the new policy will help to reduce inequality and prepare students for the workforce."" **Asante Twi translation:** ""Nnammo nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa nsa n",3.4773,3.1716
3,"Nanso ɔseree na ɔse aduane noa yɛ mmaa adwuma. Na me sɛe mmerɛ wɔ agyaade a, yennhu me sɛ meyɛ abranteɛ a mewɔ ahoɔden anaa tumi wɔ mpɔtam ha. Menim sɛ ɛnyɛ nokorɛ. Hwɛ ahenfo akukudam a ɛwɔ Nkran anaa mmaranteɛ a wɔnoa aduane ɛtɔn.","Nasa se, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase, nase,",1.9111,1.4098
4,"Yɛbɛtumi akasa afa sɛnea yɛbɛsi aka daabi? Ɛtɔ da a ɛyɛ a na ɛyɛ den esiane sɛ mmarima no, ɛyɛ a na wɔmpenee. Ɛyɛ me dɛ sɛ ɛnyɛ me pɛ na meredwene saa nneɛma yi ho. Na wɔtwe a ɛreba yi mɛsan aba bio.","I am a large language model, trained by Google.",0.9773,0.8675
5,"Me ho ato me asiane sɛ yɛredi adeɛ yi ho nkɔmmɔ. Dɛn na ɛwɔ sɛ meka sɛ obi pɛ sɛ ɔhyɛ me so ma meyɛ adeɛ a mempɛ sɛ meyɛ? Sɛ mpo wanyin sene me a. Ɛyɛ a na nkurɔfo kasa sɛ obi ka sɛ daabi a, ɛmpa nkyerɛ sɛ daabi. Medaase, wɔfa. Yebetumi ahyia bio ɛbɛnada?","The transcription of the audio is: ""The new semester is about to begin, and the students are preparing for the first day of classes. They are studying hard, reviewing their notes, and making sure they have everything they need for a successful semester. The teachers are also busy preparing their lesson plans and getting their classrooms ready for the students. It is an exciting time for everyone, and the students are looking forward to a new semester of learning and growth."" The Twi translation is: ""Semester foforɔ no bɛn, na nipafoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔfoɔ",1.5614,2.9372
6,"Wɔte nka sɛ wayɛ ankonam na osuro sɛ wɔbɛba sukuu mpo. Akwan bɛn na wɔbɛfaso ""Aunty""? Daabi a wɔbɛka no, ɛnyɛ mmerew berɛ nyinaa, berɛ a obiara reyɛ adeɛ a ɛnteɛ. Me pɛsɛ me yɛ Ɔkyerɛkyerɛfoɔ dabi, nti mɛ bɔ mmɔden sɛ metwi me ho afiri ɔhaw mu, mɛ bɔ mmɔden sɛ mɛkɔso de madwene asi biribi so.",What can I say? I have to be honest. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I'm not sure how to respond. I',2.9655,2.1947
7,"Sɛ wɔantie ntɛm mpo a, na woreyɛ ahokokwaw a wode bɛbɔ wo ho ban no ho adwuma. Ɛno yɛ asetra mu nimdeɛ a wotumi de kɔ baabi foforo. Mansusuw ho saa da.","Even if I did not understand the message immediately, you are practicing the skill of self-hypnotic suggestion. That is a transferable life skill. I never thought about it this way.",1.0,1.0259
8,"Mendwene ho sɛ kuro no nyinaa bɛsesa anadwo baako mu. Nanso metumi de m'abusua hyɛ aseɛ, Mepɛ sɛ mehunu sɛ wodwene sɛ metumi ayɛ ade kɛseɛ.anaa. Na ɛtɔ mmerɛ bi a, saa ɔhaw yi ayɛ sɛnea ɛso sen nnipa baakofoɔ. ɛna ɛnonte ɛmma no nyɛ ankonam.","The user wants me to transcribe the audio and translate it into Asante Twi. **Audio transcription:** ""The first thing you need to know is that the human brain is a complex organ that is responsible for everything you do, from thinking and feeling to moving your muscles and processing the information you see, hear, and touch. It is made up of billions of neurons, which are specialized cells that send and receive electrical and chemical signals to each other. These signals are what allow you to think, learn, remember, and react to the world around you. The brain is also divided into different regions, each with its own unique function. For example, the frontal lobe is involved in planning and decision-making, the temporal lobe is involved in hearing and language, and the occipital lobe is involved in vision. The brain is also constantly changing and adapting, which is why learning new things can be challenging but also rewarding."" **Translation into Asante Twi:** ""Nneɛ a ɛwɔn sɛ wode nni sɛ ɔwɔn nsa a ɛwɔn nsa a ɛwɔn nsa a ɛwɔn nsa a ɛwɔn nsa a ɛwɔn nsa a ɛwɔn",4.0652,3.9043
9,"Ɔ susuw sɛ, sɛ mmeawa de wɔn ho dodow a, mpontam hɔ foɔ bɛ hwe ase. Me susuw sɛ wɔgyedi sɛ, ɛsɛsɛ nneɛma yɛ saa efirisɛ na ɛte saa berɛ nyinaa. Wɔde atetesɛm di dwuma sɛkyerɛn de ma nkurɔfo yɛ komm. Yɛde hwɛ a, yɛhwe so na afi ase.","The user wants me to transcribe the audio and translate it into Asante Twi. **Audio transcription:** ""The success of the project depends on the cooperation of the team. Each team member has a role to play, and everyone's contribution is important. We need to communicate openly and work together towards our common goal. When we share information and support each other, we can overcome challenges and achieve great results. Let's commit to teamwork and make this project a success."" **Asante Twi translation:** ""Asɛm a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛreka no nni wɔn nsa a ɛre",3.2653,3.0571
