sample_id,reference,hypothesis,wer,cer
0,YIIGA YƐLKƲDA 1.,yiga ya kora,0.3333,0.0355
1,Adam yaas yʋda.,Adamm ya si’o.,0.3333,0.0417
2,"Adam da dua Set ka Set dua Enos ka Enos dua Keenan ka Keenan dua Mahalaleel ka Mahalaleel dua Jared ka Jared dua Enok ka Enok dua Metusela ka Metusela dua Lamek ka Lamek dua Noa ka Noa dua biribis atan, ka ba yʋda an: Sem nɛ Ham nɛ Jafet.","Adam dua a Set, ka Set dua a Enos, ka Enos dua a Kenan, ka Kenan dua a Mahalaleel, ka Mahalaleel dua a Jared, ka Jared dua a Enok, ka Enok dua a Metusela, ka Metusela dua a Lamek, ka Lamek dua a Noa, ka Noa dua a Biribisetan, ka ba yoda a Sem, ne Ham, ne Jafet.",0.0072,0.0005
3,Jafet biribis da anɛ: Goma nɛ Magog nɛ Madai nɛ Javan nɛ Tubal nɛ Mesek nɛ Tiras.,"jafed bridibizdanɛ guma, nɛmagɔk, nɛmɛday, nɛ Javan, nɛ Tubal, nɛ Mɛsɛk, nɛ Tiras.",0.0346,0.003
4,Goma biribis da anɛ: Asikɛnaz nɛ Rifat nɛ Togama.,"Goma bili biis da anɛ, asii kannɛ nɛ arifat, nɛ tugama.",0.0741,0.0053
5,Javan biribis da anɛ: Elisea nɛ Tarsis nɛ Kitim nɛ Roda dim Ham biribis da anɛ: Kus nɛ Mizraim nɛ Put nɛ Keenan.,"Javan biri biz daani, ilia sie, ne tasis, ne kittim, ne rodadim. Ham biri biz, daani kush, ne ni isram, ne put, ne kena.",0.0397,0.003
6,Kus biribis da anɛ: Seba nɛ Havila nɛ Sabta nɛ Raama nɛ Sabteka.,"kʋsɩbɩrɩvɩsdana, ana saba, ne hafvila, ne sabta, ne Rama, ne sebteka",0.071,0.0068
7,Raama biribis da anɛ: Seeba nɛ Dedan.,nannanna biigirib da anɛ seba nɛ didi.,0.0816,0.0155
8,Kus da dua Nimrod ka o duoe na an zabzabid kanɛ mɔr paŋ hali teŋgbauŋ zug.,"Kusa d tu'a Nimrod ka o du'ana azab zabɛd kanɛ mɔri pang' hali, tengbang zugu.",0.043,0.0039
9,"Mizraim biribis da anɛ: Lud dim nɛ Anam dim nɛ Lehab dim nɛ Naftu dim nɛ Patros dim nɛ Kaslu dim, nɛ Kafitor dim.","Mizram. Bilivista ane, loot dim. Ne anam dim. Ne lehap dim. Ne naftu dim. Ne patros dim. Ne kaslu dim. Filisya buurila yine ba manina. Ne kafito dim.",0.0312,0.0055
10,"Keenan biribis da anɛ: Sidon onɛ da aan o bikpɛɛm nɛ Hitti dim, Jebus dim, Ammon dim, Girgas dim, Hivi dim, Arik dim, Sini dim, Arivad dim, Zemar dim nɛ Hamat dim.","kenan biiruvise anɛ seedon, onɛ da an ɔbipɛn, nɛ hiitidim, jɛbɔsdim, amondim, girgasdim, hɛvidim, arigdim, sinidim, arivat dim, zɛmadim, nɛ hamadim.",0.0254,0.0015
11,Sem biribis da anɛ: Elam nɛ Asuor nɛ Arfaksad nɛ Lud nɛ Aram.,"sãam biiriviste anɛ Elam nɛ Asur, nɛ Arfaksad, nɛ Lud, nɛ Aram",0.0237,0.0032
12,Aram biribis da anɛ: Uz nɛ Hul nɛ Geter nɛ Mas.,"Arã biri wista ane us, ne hul, ne gater, ne mas.",0.0744,0.0082
13,"Arfaksad da anɛ Sela saam ka Sela an Ebɛr saam Ebɛr da dua biribis ayi ka yinne yʋʋr da buon Peleg, bɔzugɔ ban da dua o saŋa sia la teŋgbauŋ la da widignɛ, ka o pitʋ la yʋʋr buon Joktan.",kalfagsat da ne sella sam kasella a ebna sam evre dedwa biribse yi kayen yo dabun peleg bozugo bada dua ne sanga sia la tingbangla da widigne ka opitola yo bun jokta,0.0206,0.0022
14,Joktan biribis da anɛ: Almodad nɛ Selef nɛ Hazarmavet nɛ Jera nɛ Hadoram nɛ Uzal nɛ Dikla nɛ Obal nɛ Abimeel nɛ Seeba nɛ Ofir nɛ Havila nɛ Jobab.,"Jook tan bii visa anɛ Al-Mudaat, nɛ Sɛlɛ, nɛ Haza mavɛt, nɛ Jɛra, nɛ Haduram, nɛ Uza, nɛ Dikla, nɛ Obal, nɛ Abimɛl, nɛ Sɛba, nɛ Ofir, nɛ Havila, nɛ Jɔba.",0.0166,0.0016
15,Bama wʋsa da anɛ Joktan biribis.,Mam wusa da anne joke ta'am birib.,0.1667,0.0148
16,Sem nɛ Arfaksad nɛ Sela nɛ Ebɛr nɛ Peleg nɛ Reu nɛ Serug nɛ Nahor nɛ Tera nɛ Abram .,Sam ne FX ne ne ne ne ne ne ne ne ne ne Abram,0.0499,0.0095
17,Abraham yaas yʋda.,Abraham la Abraham yaa siur,0.4444,0.0578
18,Abraham da dua biribis ayi ka ba yʋda an Isaak nɛ Isimael.,"Abraham, Dedua, Abaribsayi, Kabayura, Isaac, na Ishmael.",0.0764,0.0052
19,Isimael yaas yʋda.,"yisimali a, siu",0.3333,0.0356
20,Isimael bikpɛɛm da anɛ Nebaiof ka banɛ tiaal la an Kedar nɛ Adibiel nɛ Mibsam nɛ Misima nɛ Duma nɛ Masa nɛ Hadar nɛ Tema nɛ Jetur nɛ Nafis nɛ Kedema.,"Kusaal big pram da ane naaboyib, ka ba nɛ ti Alla, ka kaadɛ, nɛ adibiyɛl, nɛ mimisam, nɛ misima, nɛ duma, nɛ masa, nɛ hadal, nɛ tɛma, nɛ jɛtu, nɛ nafis, nɛ kɛdɛm.",0.0177,0.0024
21,Ketura yaas yʋda.,Getule yaasu,0.3333,0.0357
22,Ketura onɛ da an Abraham puabil la biribis da anɛ: Zimran nɛ Joksan nɛ Medan nɛ Midian nɛ Isibak nɛ Sua.,"getura onɛ da Abraham, Pua bila, biribɛsda anɛ Zimran, nɛ Joksan, nɛ Medan, nɛ Midian, nɛ Isbak, nɛ Sua.",0.0159,0.0009
23,Joksan biribis da anɛ: Seeba nɛ Dedan.,juksambi riribz da an saba na didan,0.1224,0.0111
24,Midian biribis da anɛ: Efa nɛ Efer nɛ Hanok nɛ Abida nɛ Eldaa.,"Midian, Bibilis daane, Efa, ne Efer, ne Hanok, ne Abida, ne Elda",0.0473,0.0035
25,Bama wʋsa da anɛ Ketura yaas.,Dama wusa da anɛ kɛtu rayas,0.1111,0.0076
26,Sara yaas yʋda.,"cha're yaas, yuu",0.2222,0.0417
27,Abraham da dua Isaak ka Isaak dua Esau nɛ Israel.,"Abraham dʋa Isaac, Isaac dʋa Esau, nɛ Israel.",0.06,0.0053
28,Esau yaas yʋda.,yau yaasu,0.3333,0.0417
29,Esau biribis da anɛ: Elifaz nɛ Reuel nɛ Jeus nɛ Jalam nɛ Kora.,isiam buub vudda anne elefax ne riel ne jeus ne jalam ne kora,0.0592,0.0082
30,Elifaz biribis da anɛ: Teman nɛ Omar nɛ Zefo nɛ Gatam nɛ Kenas nɛ o puabil Timna biig Amalek.,"elivaz biirivda anɛ Tɛman, nɛ Omar, nɛ Zɛfo, nɛ Gatam, nɛ Kɛnas, nɛ Upwabil Timna, biig Amɛlɛk.",0.0249,0.0021
31,Reuel biribis da anɛ: Nahaf nɛ Zera nɛ Seamma nɛ Miza.,"ri al-biri bi-da ana, na-ha, ne zeera, ne shema, ne mise.",0.0909,0.0085
32,Seir teŋ dim yʋda.,siere tengdin yier,0.25,0.0459
33,Seir biribis da anɛ: Lotani nɛ Soobal nɛ Zibeon nɛ Ana nɛ Diseon nɛ Ezer nɛ Disean.,"Tiɛer bi'imis da anɛ lo'tanni, naso' bal, naseebin, nɛ anna, nɛ disi'on, nɛ ɛzɛɛr, nɛ disiin.",0.0381,0.0052
34,Lotani biribis da anɛ: Hori nɛ Hemam.,Lɛ tɛnɛ buri bisi da aanɛ hori ne hɛma,0.1429,0.0107
35,Timna da anɛ Lotani taʋn.,"Ti m na da anɛ, lʋʋt nɛ taaba.",0.24,0.0175
36,Soobal biribis da anɛ: Alivan nɛ Manahaf nɛ Ebal nɛ Siefo nɛ Onam.,"Ti ba' bi'i bi'is ti anne, Ali fann. Ne' manahann, ne' ebar, ne' sifo, ne' ona.",0.0947,0.0078
37,Zibeon biribis da anɛ: Aya nɛ Ana.,"Zibie. Bili wies da anɛ, aya, nɛ an.",0.0816,0.0104
38,Ana da anɛ Diseon saam.,ana da ana dition sa,0.12,0.0154
39,Diseon biribis da anɛ: Hemdan nɛ Esiban nɛ Itiran nɛ Keran.,Disi n bi'id bɛdɛɛ ana Hamdan ne isiban ne itaran ne keran.,0.0909,0.0068
40,Ezer biribis da anɛ: Bilihan nɛ Zaavan nɛ Akan.,"Sɛɛl biiribis, da'ane bilehan nɛzaavan nɛ akan.",0.0864,0.0051
41,Disean biribis da anɛ: Uz nɛ Aran.,Dismiribi de bi'is da anɛ. Kusna'ara.,0.1224,0.0163
42,Edom sʋʋlim naanam yʋda.,"Iraam Suleman. Na'am, yir",0.25,0.0325
43,"Naanam banɛ da di naam Edom sʋʋlimin ka sɔɔsɔ nam pʋ di naam Israel teŋinɛ nwa: Bela da anɛ Beor biig, ka ba pʋd o tempʋʋg la yʋʋr ye Dinhaaba.","Nanan banna da dinan, Adam Solomon, ka so so nan putin nan Israteng na nwa. Bella da ane buwer biik, kaba pudu ten pogla yori, din ha",0.0289,0.0035
44,"Bela da kpi la, Zera biig Jobab onɛ yi Bozira la da di naam la o tempʋʋgin la.","bera da pila, jera bi joba, o ne yi, bo jera la, da de nam la o tenpo na.",0.0401,0.0049
45,"Jobab n da kpi la, Huseam onɛ yi Teman teŋin na la da di naam la.",yua ba pudu pilla wusiyem on yii tem nam tengin nala dade nala,0.0625,0.0091
46,"Huseam n da kpi la, Hadad onɛ an Bedad biig da nyaŋ Midian dim la Moab teŋin ka da di naam la; o tempʋʋg la yʋʋri da buon Avif.","Wusiem daki la, hada ti ona, uh daki biik. Da yang midian dem la mu a tengin. Kada deena m la, uta pogle yo de da buun, afi.",0.0285,0.0041
47,"Hadad n da kpi la, Samila onɛ yi Masireka la da di naam la.","Ada da de Kula, Samali onyi, mashire ka la da de nam.",0.0561,0.0067
48,"Samila da kpi la, Sauul onɛ yi Rehobof linɛ kpie Kɔldaug la da di naam la.",samila da kuila saul oniyi rehobof lenekwi kodala dadi na amla,0.0508,0.0034
49,"Sauul n da kpi la, Baal-Hanan onɛ an Akibo biig la da di naam la.","Sa'a luda kwila. Bal hanan, una'a akibug big la dadi na'am la",0.0533,0.0048
50,"Baal-Hanan da kpi la, Hadad da di naam la.","Bɛl hane nɛ da kwila, hadat dɛti na amli.",0.1111,0.0094
