sample_id,reference,hypothesis,wer,cer
0,Nnipakuo bi a wɔɔyɛ adwuma ɛwɔ bɔɔhol bi ɛho. Abaayewa baako bi ɛkura dadeɛ a ɔdee twa paep nem. Aberanteɛ baako ɛkoto hɔ a wasɔm. Ɔbaako nso ɛgyina hɔ a wasɔ ɛsoro hɔ. Nnipa ɛgyina hɔ a wɔɔhwɛ. Lɔre fitaa bi ɛsi wɔn akyi.,nnipakuo bi a wɔyɛ adwuma wɔ bohoɔ bi ho abaayewa baako kura dadeɛ bi a ɔde retwa pipe no aberanteɛ baako koto hɔ a wɔasɔm baako nso gyina hɔ a ɔkura so hɔ nnipa bi gyina hɔ a wɔrehwɛ lɔre fita bi si wɔn akyi,0.5,0.1965
1,Nnipa kotow kotow hɔ a wokita sofi ɛde tutu nwura no nkyɛn. Baako kura sofi kɔkɔɔ.,nnipa koto koto hɔ a okita sofi ɔde etutu nwura no nkyɛn baako kura sofi kɔkɔɔ,0.3125,0.0769
2,"Papa baako ne nkwadaa bebree a wɔgyina wɔn nkyɛn. Nkwadaa no bi yɛ mma, na ɛbi nso yɛ mmarima. Akwadaa baako te papa no nan so. Pap no hyɛ ɛkyɛ wɔ ne ti. Nkwadaa no nyinaa kura aduaba wɔ wɔn nsam.",papa baako ne nkwadaa bebree a wɔgyina wɔn nkyɛn nkwadaa no bi yɛ mmaa ebi nso yɛ mmarima akwadaa baako te papa ne nan so papa no hyɛ kyɛ wɔ ne ti nkwadaa no nyinaa kura aduaba wɔ wɔn nsam,0.1463,0.0333
3,Mmranteɛ mmiɛnsa na wɔgyina hɔ na baako nso kuntunu hɔ. Baako de anwea a wɔadɔn no regu dadeɛ mu. Na dadeɛ bebiree nso si abranteɛ n’akyi. Baako nso kura afidie a ne kɔba yɛ baako a anwea a wɔadɔn gu mu no gyina hɔ.,mmeranteɛ mmeɛnsa na gyina hɔ nna baako nso kuntunu hɔ baako de anwea a wɔadɔn regu ndadeɛ mu na adadeɛ bebree nso si aberanten no akyi baako nso kura afidie a ne kɔbaeɛ baako a anwea wɔadom gu mu gyina hɔ,0.3636,0.1138
4,"Wɔ mfoyin mu nso, ɔyɛ asɔr bi a wɔasɛw line wɔwura kyapel dam hɔ. Wɔn nyinaa wɔhyɛ atare atenten. Ebinom wɔn dze no yɛ gold. Ebinom wɔn dze nso yɛ tuntum. Wɔn nyinaa wɔnam wɔrekɔ kyapel dam.",wɔ fonyi mu no so ɔyɛ asrɔn bi a wɔwɔasaw nan wɔwura chapolba mu hɔ wɔn nyinaa wɔhyɛ ase atar ntenten atsentsen ebinom hɔɔdze no yɛ gold ebinom hɔ nso no nso yɛ tuntum wɔn nyinaa wɔ no wɔrekɔ chapoldam hu,0.5676,0.2838
5,Akwanyifoɔ bebree gyina beaɛ bi a wɔn reyɛ keteke ɛkwan. Mfidie a wɔde reyɛ kwan no bi ɛsi wɔn akyi. Aboɔ nso gu akyire.,akwanyifoɔ bebree gyina beaeɛ bi a ɔreyɛ kete kye kwan mfidie a wɔde yɛ kwan no bi si wɔn akyi aboɔ nso gu akyire,0.2917,0.0851
6,Nneɛma bebree sisi dan bi mu. Ahwehwɛ tare dan no hi. Nhwiren nso so dan no mu hɔnom. Nkanea bobɔ dan mu hɔ. Akonnwa simiiɛ fitaa da mu si dan mu hɔnom.,nneɛma bebree sisi dan bi mu ahwehwɛ taredan no ho nhwiren nso si dan mu hɔ no nkanea bobɔ dan mu hɔ akonnwa ansuniɛ fitaa dam si dan mu hɔ no,0.375,0.1034
7,"Ntama yi yɛ kente ntama ahorow a wɔahyehyɛ no fɛɛfɛɛfɛ wɔ ade so. Na ebi ara ne n’ahosuo. Ebi yɛ tuntum, ebi yɛ kɔkɔɔ, ebi yɛ fitaa ebi yɛ akokɔ sradeɛ. Ebi te  yɛ ahaban mono, na ɛyɛ fɛ. Ne nyinaa yɛ fɛ.",ndɛma ayɛ kente ntama ahorowa mɔahyehyɛ no fɛfɛɛfɛ wɔate so mabiara ne ahɔ na oresu wiyɛ tuntum bi yɛ kɔkɔɔ ebi yɛ fitaa ebi yɛ akokɔ srade ebi te yɛ ahaban mono na yɛ fɛ nyinaa yɛ fɛ,0.4651,0.1447
8,"Ɔbarima bi hyɛ atar tuntum a ɔkuta ɔkasamu a ɔrotow ndwom dzendzeen, na ɔbaa kor nso, asɔr tsentsen gyina hɔ rebɔ ne nsam resaw. Na nkurɔfoɔ pii tsetse fam hɔ wɔ ɔdan a wɔatwiw mu memen, na nkanea sensɛn so.",ɔbarima bi hyɛ atar tuntum ɔkata akɛseɛ mu a ɔrotoɔ nwumaden den na ɔbaa akoro so ahyɛ tentini gye horebono nsɛmsaw nya nkorɔfoɔ fii titu fam hɔ wɔ adɛn a wɔatwume me mena nkanea so nsa no so,0.7,0.2883
9,Nkorɔfoɔ bebree egyina ha ebi mo ɛhyɛ nos mask ebi nom ekita hyafel a wɔde saa anhwia ɛkata adiɛ so ndua esi ha kar ɛwɔ ha.,nkurɔfoɔ bebree gyina ha ebinom hyɛ nose mask ebinom kita shavel a wɔde resaa annea rekata adeɛ so nnua si ha kaa wɔ ha,0.6923,0.2165
